Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL;city_id
Stadtmitte, Eberswalde (16225),450.000 € 3.214 €/m²,5 Zimmer,140 m²,832 m² Grundstück,https://www.immowelt.de/expose/7064e273-b2ee-4810-8903-c0691df3ec71;4028
Ostend, Eberswalde (16225),385.000 € 4.010 €/m²,3 Zimmer,96 m²,684 m² Grundstück,https://www.immowelt.de/expose/043f57ff-dc08-4a35-bc92-820e96097562;4028
Finow, Eberswalde (16227),276.000 € 2.680 €/m²,3 Zimmer,103 m²,719 m² Grundstück,https://www.immowelt.de/expose/bb9b3613-1a3a-422b-8e48-e45de3f874a5;4028
"Ostend, Eberswalde (16225),382.500 € 2.550 €/m²,""5,5 Zimmer"",150 m²,917 m² Grundstück,https://www.immowelt.de/expose/dd6ff132-577d-4887-918a-b89875040fd0";4028
"Stadtmitte, Eberswalde (16225),119.000 € 6.056 €/m²,2 Zimmer,""19,7 m²"",2.110 m² Grundstück,https://www.immowelt.de/expose/2d5cef57-1733-48b7-b231-db7bbed9f5db";4028
"Westend, Eberswalde (16225),95.000 € 1.302 €/m²,""3,5 Zimmer"",73 m²,560 m² Grundstück,https://www.immowelt.de/expose/7b313c3f-11ef-4622-bb6a-6f405ded01c8";4028
Ostend, Eberswalde (16225),349.000 € 2.493 €/m²,8 Zimmer,140 m²,476 m² Grundstück,https://www.immowelt.de/expose/51dac9eb-3d5c-4e0f-9f46-418e64b5d5eb;4028
Finow, Eberswalde (16227),440.000 € 2.716 €/m²,5 Zimmer,162 m²,580 m² Grundstück,https://www.immowelt.de/expose/9fc46148-ff3c-4128-b8e1-2f672ca80cae;4028
Eberswalder Str. 185, Finow, Eberswalde (16227),610.000 € 4.586 €/m²,3 Zimmer,133 m²,2. Geschoss,https://www.immowelt.de/expose/64b384b4-8fd8-4842-8f26-3ed6ee938894;4028
"Finow, Eberswalde (16227),765.000 € 4.500 €/m²,""4,5 Zimmer"",170 m²,300 m² Grundstück,https://www.immowelt.de/expose/eae028e3-f644-4aa9-9a39-7e9b67d2d626";4028
"Finow, Eberswalde (16227),145.000 € 2.900 €/m²,""1,5 Zimmer"",50 m²,1.102 m² Grundstück,https://www.immowelt.de/expose/f38e2c9a-60ff-4085-9ec1-59e996990980";4028
Finow, Eberswalde (16227),409.000 € 2.364 €/m²,9 Zimmer,173 m²,950 m² Grundstück,https://www.immowelt.de/expose/41933cb9-49aa-415d-b043-a4bf83d53a68;4028
Finow, Eberswalde-Finow (16227),230.000 € 2.212 €/m²,4 Zimmer,104 m²,146 m² Grundstück,https://www.immowelt.de/expose/7abe6799-d0ed-4c25-bac1-4b96c467f5b0;4028
Westend, Eberswalde (16225),210.000 € 3.134 €/m²,3 Zimmer,67 m²,Unknown,https://www.immowelt.de/expose/3363bab3-9cba-4691-9bb6-75cba79f5772;4028
"Stadtmitte, Eberswalde (16225),697.000 € 2.785 €/m²,7 Zimmer,""250,2 m²"",810 m² Grundstück,https://www.immowelt.de/expose/707549c0-5788-45bf-bc7a-64c6a0d4e7a5";4028
"Stadtmitte, Eberswalde (16225),429.000 € 3.171 €/m²,4 Zimmer,""135,3 m²"",640 m² Grundstück,https://www.immowelt.de/expose/6115d66c-6357-42a4-ac61-7b762a11a107";4028
