Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL,city_id,full_address,score
Schwellerhalde, Reutlingen (72770),649.000 5.234,"4,5 Zimmer",124 m²,frei ab 01.12.2025,https://www.immowelt.de/expose/c5b9c506-be9f-48c3-8b0d-0f4e19f69178,4804,"Schwellerhalde,  Reutlingen (72770)",151
Ringelbach, Reutlingen (72764),140.000 2.482,3 Zimmer,"56,4 m²",2. Geschoss,https://www.immowelt.de/expose/dc29eed0-cb02-43ab-bb58-1d20ca404b8a,4804,"Ringelbach,  Reutlingen (72764)",180
Industriegebiet, Reutlingen (72770),295.000 2.634,4 Zimmer,112 m²,frei ab sofort,https://www.immowelt.de/expose/ec01ceac-86f5-4e73-bdce-472e65c5f45d,4804,"Industriegebiet,  Reutlingen (72770)",120
Schwellerhalde, Betzingen (72770),869.000 4.035,7 Zimmer,"215,3 m²",3. Geschoss,https://www.immowelt.de/expose/916dc805-1165-49c9-ad12-8367be6f29c8,4804,"Schwellerhalde,  Betzingen (72770)",151
Steigstr., Reutlingen (72770),172.000 3.071,3 Zimmer,56 m²,1. Geschoss,https://www.immowelt.de/expose/fe60bde6-2fd2-4cab-b512-ed49bc5f45e9,4804,"Steigstr.,  Reutlingen (72770)",122
Sickenhausen, Reutlingen (72768),523.000 3.818,"5,5 Zimmer",137 m²,475 m² Grundstuck,https://www.immowelt.de/expose/27255635-60dd-48f0-bb6f-c5a825d3b056,4804,"Sickenhausen,  Reutlingen (72768)",52
Storlach, Reutlingen (72760),449.000 3.742,"4,5 Zimmer",120 m²,Unknown,https://www.immowelt.de/expose/28caf17a-5acc-4e1f-b3d3-02be814dfeab,4804,"Storlach,  Reutlingen (72760)",245
Oferdingen, Reutlingen (72768),319.000 1.933,165 m²,Unknown,Unknown,https://www.immowelt.de/expose/d53b5ca9-93f9-41a0-9fe1-977d934d4739,4804,"Oferdingen,  Reutlingen (72768)",80
Orschel - Hagen, Reutlingen (72760),917.700 3.303,7 Zimmer,"277,8 m²",1.218 m² Grundstuck,https://www.immowelt.de/expose/9781b1b7-18d3-4151-8aae-214d95b6cfa5,4804,"Orschel - Hagen,  Reutlingen (72760)",152
Achalm, Reutlingen (72766),1.180.000 3.704,9 Zimmer,"318,6 m²",969 m² Grundstuck,https://www.immowelt.de/expose/cf03e1b4-bc3f-40b2-a15b-ce9e889ae54f,4804,"Achalm,  Reutlingen (72766)",0
Rommelsbach, Reutlingen (72768),599.000 3.025,7 Zimmer,198 m²,685 m² Grundstuck,https://www.immowelt.de/expose/1ff9b573-75b5-48fd-add2-79e604ee2895,4804,"Rommelsbach,  Reutlingen (72768)",175
Ringelbach, Reutlingen (72762),759.000 4.675,"5,5 Zimmer","162,4 m²",528 m² Grundstuck,https://www.immowelt.de/expose/8e922193-d7c1-4525-9122-998ef4a3a35d,4804,"Ringelbach,  Reutlingen (72762)",180
Zentrum, Reutlingen (72764),3.690.000 2.082,27 Zimmer,"570,5 m²",920 m² Grundstuck,https://www.immowelt.de/expose/3518efac-49fb-4eca-986d-8d6e9a06a438,4804,"Zentrum,  Reutlingen (72764)",625
Hopfengartenstr., Reutlingen-Sondelfingen (72766),649.000 3.849,6 Zimmer,"168,6 m²",866 m² Grundstuck,https://www.immowelt.de/expose/3480b1c8-a616-4124-84a5-ef65348548ed,4804,"Hopfengartenstr.,  Reutlingen-Sondelfingen (72766)",164
Ringelbach, Reutlingen (72764),790.000 4.099,6 Zimmer,"192,8 m²",870 m² Grundstuck,https://www.immowelt.de/expose/edcdb774-ad8c-44f4-95f5-ba64639ace50,4804,"Ringelbach,  Reutlingen (72764)",180
Zentrum, Reutlingen (72764),540.000 3.333,8 Zimmer,162 m²,108 m² Grundstuck,https://www.immowelt.de/expose/7fbd78e3-0eb1-447f-8e8c-7789f09f0761,4804,"Zentrum,  Reutlingen (72764)",625
Zentrum, Reutlingen (72764),3.690.000 5.109,27 Zimmer,"570,5 m²",920 m² Grundstuck,https://www.immowelt.de/expose/19243d37-6f50-4575-be3f-ffaf351bbca8,4804,"Zentrum,  Reutlingen (72764)",625
Storlach, Reutlingen (72760),449.000 4.009,6 Zimmer,112 m²,412 m² Grundstuck,https://www.immowelt.de/expose/cc374e23-fc8d-43b9-abd5-72bb46c35234,4804,"Storlach,  Reutlingen (72760)",245
Hopfengartenstr., Reutlingen / Sondelfingen (72766),590.000 4.437,7 Zimmer,151 m²,1.173 m² Grundstuck,https://www.immowelt.de/expose/4957a207-ce21-4c32-aebb-4c1b1a12ac38,4804,"Hopfengartenstr.,  Reutlingen / Sondelfingen (72766)",164
GÃ¶nningen, Reutlingen (72760),Preis auf Anfrage,Unknown,Unknown,Unknown,https://www.immowelt.de/expose/4da75dc7-bc2d-4b52-a80b-2c7d53fb1ebe,4804,"GÃ¶nningen,  Reutlingen (72760)",0
Achalm, Reutlingen (72766),Preis auf Anfrage,5 Zimmer,150 m²,425 m² Grundstuck,https://www.immowelt.de/expose/222634af-eed6-465a-a228-7be3225472d1,4804,"Achalm,  Reutlingen (72766)",0
Sickenhausen, Reutlingen (72768),534.600 4.950,4 Zimmer,108 m²,EG,https://www.immowelt.de/expose/f678d557-37fb-4767-bf5f-8fefb1974706,4804,"Sickenhausen,  Reutlingen (72768)",52
