Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL,city_id,full_address,score
Lette, Coesfeld / Lette (48653),275.000 2.500,5 Zimmer,110 m²,642 m² Grundstuck,https://www.immowelt.de/expose/05784c70-ae68-44af-bd1e-8bb59756a9e2,2316,"Lette,  Coesfeld / Lette (48653)",76
Lette, Coesfeld (48653),205.000 1.814,5 Zimmer,113 m²,657 m² Grundstuck,https://www.immowelt.de/expose/b95aab31-b455-4616-8487-689e0194bf16,2316,"Lette,  Coesfeld (48653)",138
Coesfeld, Coesfeld (48653),130.250 728,6 Zimmer,179 m²,1.058 m² Grundstuck,https://www.immowelt.de/expose/ff8a03c8-e98f-4ad4-ab14-e1c158490fda,2316,"Coesfeld,  Coesfeld (48653)",315
Coesfeld, Coesfeld (48653),270.000 3.253,4 Zimmer,83 m²,366 m² Grundstuck,https://www.immowelt.de/expose/356940e6-b1ae-464a-8031-e9cbfd4bdcad,2316,"Coesfeld,  Coesfeld (48653)",315
Coesfeld, Coesfeld (48653),130.250 728,179 m²,Unknown,Unknown,https://www.immowelt.de/expose/20dd0a60-e8af-4669-936a-b90878e29c40,2316,"Coesfeld,  Coesfeld (48653)",315
Coesfeld, Coesfeld (48653),270.000 3.253,83 m²,Unknown,Unknown,https://www.immowelt.de/expose/c3e72b48-8a1c-4e4a-b68a-37ca190aa597,2316,"Coesfeld,  Coesfeld (48653)",315
Coesfeld, Coesfeld (48653),130.250 728,179 m²,1.058 m² Grundstuck,Unknown,https://www.immowelt.de/expose/4fbd62a7-2199-4907-b649-6019085844f6,2316,"Coesfeld,  Coesfeld (48653)",315
Coesfeld, Coesfeld (48653),269.000 2.445,4 Zimmer,110 m²,525 m² Grundstuck,https://www.immowelt.de/expose/da4900d4-114b-4c69-896d-14228ef63544,2316,"Coesfeld,  Coesfeld (48653)",315
Coesfeld, Coesfeld (48653),467.758 2.697,4 Zimmer,"173,4 m²",445 m² Grundstuck,https://www.immowelt.de/expose/1c94d0da-eae7-4a64-b4d9-7fe79eaa35aa,2316,"Coesfeld,  Coesfeld (48653)",315
Lette, Coesfeld (48653),120.000 2.400,2 Zimmer,50 m²,306 m² Grundstuck,https://www.immowelt.de/expose/2bf98385-7728-41a3-b388-5f74340efba3,2316,"Lette,  Coesfeld (48653)",138
