Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL,city_id,full_address,score
Lesum, Bremen (28717),235.000 2.423,4 Zimmer,97 m²,Unknown,https://www.immowelt.de/expose/42ee7b32-3115-4fbf-ad9d-9e2ba4dc5fea,814,"Lesum,  Bremen (28717)",200
Gartenstadt Vahr, Bremen (28329),218.000 2.224,3 Zimmer,98 m²,1. Geschoss,https://www.immowelt.de/expose/e7d35e8d-b552-44ce-9604-03371863dcea,814,"Gartenstadt Vahr,  Bremen (28329)",160
GrÃ¶pelingen, Bremen (28237),149.000 1.849,3 Zimmer,"80,6 m²",3. Geschoss,https://www.immowelt.de/expose/9ffe6b65-c5be-44fe-95fe-15c7854e8e65,814,"GrÃ¶pelingen,  Bremen (28237)",0
FÃ¤hr - Lobbendorf, Bremen (28755),149.000 2.129,3 Zimmer,"70,3 m²",1. Geschoss,https://www.immowelt.de/expose/9f23a4e2-9ae6-41d8-a3a9-f03316573ed2,814,"FÃ¤hr - Lobbendorf,  Bremen (28755)",0
Habenhausen, Bremen (28279),329.000 3.046,4 Zimmer,108 m²,217 m² Grundstuck,https://www.immowelt.de/expose/5b6f3413-8207-4991-94be-d3cd9d92e60f,814,"Habenhausen,  Bremen (28279)",169
Lehesterdeich, Bremen (28357),595.000 3.425,5 Zimmer,"173,7 m²",Unknown,https://www.immowelt.de/expose/d2a3b4ed-ba73-40b4-b058-5f1c31ac4fb3,814,"Lehesterdeich,  Bremen (28357)",124
Weidedamm, Bremen (28215),690.000 5.494,"5,5 Zimmer","125,6 m²",152 m² Grundstuck,https://www.immowelt.de/expose/84b5724d-6c40-4aaa-88a0-f240a73730d2,814,"Weidedamm,  Bremen (28215)",304
Regensburger StraÃŸe, Bremen (28215),245.000 3.500,3 Zimmer,70 m²,107 m² Grundstuck,https://www.immowelt.de/expose/d10d80af-2824-4367-b314-b34b182c7a8e,814,"Regensburger StraÃŸe,  Bremen (28215)",0
GrÃ¶pelingen, Bremen (28239),169.000 1.657,4 Zimmer,102 m²,86 m² Grundstuck,https://www.immowelt.de/expose/bd5845b6-bfe2-494b-bf49-59040cf4016c,814,"GrÃ¶pelingen,  Bremen (28239)",0
Rekum, Bremen (28777),371.000 1.016,7 Zimmer,365 m²,713 m² Grundstuck,https://www.immowelt.de/expose/155c6b78-8118-4da6-8338-327a616d19df,814,"Rekum,  Bremen (28777)",58
Hemelingen, Bremen (28309),499.000 1.764,"282,9 m²",Unknown,Unknown,https://www.immowelt.de/expose/9157bafc-ed6c-46f3-b975-b9599c0c8992,814,"Hemelingen,  Bremen (28309)",237
Burgerpark, Bremen (28209),990.000 4.125,9 Zimmer,240 m²,1. Geschoss,https://www.immowelt.de/expose/7e96fb59-22ca-4b6f-8923-00db378684ab,814,"Burgerpark,  Bremen (28209)",173
Arsten, Bremen (28279),259.000 1.671,6 Zimmer,155 m²,458 m² Grundstuck,https://www.immowelt.de/expose/6dcb2fad-c961-4d7a-b5ab-c412e373707e,814,"Arsten,  Bremen (28279)",87
Neue Vahr Sudost, Bremen (28327),99.500 3.015,1 Zimmer,33 m²,2. Geschoss,https://www.immowelt.de/expose/f2835d7a-2289-4cd6-96a6-79e9a002ccd8,814,"Neue Vahr Sudost,  Bremen (28327)",180
Grohn, Bremen (28759),329.000 2.991,4 Zimmer,110 m²,657 m² Grundstuck,https://www.immowelt.de/expose/5944d395-ace0-44f5-9069-77a5f6088292,814,"Grohn,  Bremen (28759)",155
St. Magnus, Bremen (28759),139.000 2.673,2 Zimmer,52 m²,2. Geschoss,https://www.immowelt.de/expose/3ac03079-1ca1-485e-93c1-73ab35f0b7eb,814,"St. Magnus,  Bremen (28759)",100
