Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL,city_id,full_address,score
Sindelfingen 2, Sindelfingen (71067),294.000 3.868,3 Zimmer,76 m²,2. Geschoss,https://www.immowelt.de/expose/a9d7e521-ecea-434f-b85b-41273a3d7f96,4368,"Sindelfingen 2,  Sindelfingen (71067)",484
Sindelfingen 1, Sindelfingen (71063),980.000 4.375,6 Zimmer,224 m²,224 m² Grundstuck,https://www.immowelt.de/expose/26415d92-c84d-4ed3-9038-3d0443be2916,4368,"Sindelfingen 1,  Sindelfingen (71063)",74
Sindelfingen 3, Sindelfingen (71065),895.000 4.735,6 Zimmer,189 m²,533 m² Grundstuck,https://www.immowelt.de/expose/a43d7488-8510-41d3-be5e-f9ff3192e4ea,4368,"Sindelfingen 3,  Sindelfingen (71065)",42
Sindelfingen 3, Sindelfingen (71065),490.000 3.289,"5,5 Zimmer",149 m²,Unknown,https://www.immowelt.de/expose/61fd181f-435d-4932-abe8-1b77a7069bf6,4368,"Sindelfingen 3,  Sindelfingen (71065)",42
Sindelfingen 1, Sindelfingen (71063),220.000 3.607,2 Zimmer,61 m²,2. Geschoss,https://www.immowelt.de/expose/8f7cc41b-badf-4f7a-968e-3119a034bb5b,4368,"Sindelfingen 1,  Sindelfingen (71063)",74
Sindelfingen 201, Sindelfingen (71069),350.000 5.330,2 Zimmer,"65,7 m²",Unknown,https://www.immowelt.de/expose/cd554323-4269-4540-81fb-b44c919ed840,4368,"Sindelfingen 201,  Sindelfingen (71069)",80
Sindelfingen 1, Sindelfingen (71063),730.000 2.561,285 m²,230 m² Grundstuck,Unknown,https://www.immowelt.de/expose/fe9cc224-76b2-48d9-b589-34b5672cc819,4368,"Sindelfingen 1,  Sindelfingen (71063)",74
Sindelfingen 101, Sindelfingen (71069),362.000 5.171,3 Zimmer,70 m²,1. Geschoss,https://www.immowelt.de/expose/4402767c-06ae-4140-9eb3-e7f71dd2ee0b,4368,"Sindelfingen 101,  Sindelfingen (71069)",80
Sindelfingen 1, Sindelfingen (71063),1.080.000 6.585,9 Zimmer,164 m²,600 m² Grundstuck,https://www.immowelt.de/expose/90bc5ef2-b0ad-4d76-bd41-a8b2cfd243f9,4368,"Sindelfingen 1,  Sindelfingen (71063)",74
Sindelfingen 101, Sindelfingen (71069),215.000 3.583,2 Zimmer,60 m²,Unknown,https://www.immowelt.de/expose/80c32069-6b51-41be-aded-7d5a55bcee2a,4368,"Sindelfingen 101,  Sindelfingen (71069)",80
Sindelfingen 2, Sindelfingen (71067),277.000 3.184,"3,5 Zimmer",87 m²,10. Geschoss,https://www.immowelt.de/expose/2b1ab832-330a-469b-9c04-b08f5cb222f8,4368,"Sindelfingen 2,  Sindelfingen (71067)",484
Sindelfingen 2, Sindelfingen (71067),580.000 4.296,"4,5 Zimmer",135 m²,4. Geschoss,https://www.immowelt.de/expose/0abefdef-ee82-4462-aa87-8cc74f1bf15e,4368,"Sindelfingen 2,  Sindelfingen (71067)",484
Sindelfingen 4, Sindelfingen (71065),1.594.200 4.625,8 Zimmer,"344,7 m²",554 m² Grundstuck,https://www.immowelt.de/expose/a9b5b220-9157-4643-913b-970862be9a05,4368,"Sindelfingen 4,  Sindelfingen (71065)",508
Sindelfingen 101, Sindelfingen (71069),1.887.000 9.568,10 Zimmer,"197,2 m²",596 m² Grundstuck,https://www.immowelt.de/expose/7e8eee2b-4817-4c49-a980-9951228b9640,4368,"Sindelfingen 101,  Sindelfingen (71069)",80
Sindelfingen 101, Sindelfingen (71069),379.000 6.768,2 Zimmer,56 m²,Unknown,https://www.immowelt.de/projekte/expose/k27d532,4368,"Sindelfingen 101,  Sindelfingen (71069)",80
Sindelfingen 101, Sindelfingen (71069),685.000 6.462,4 Zimmer,106 m²,Unknown,https://www.immowelt.de/projekte/expose/k23s632,4368,"Sindelfingen 101,  Sindelfingen (71069)",80
Anna Reich StraÃŸe 17, Sindelfingen (71069),1.029.000 6.953,"5,5 Zimmer",148 m²,3. Geschoss,https://www.immowelt.de/projekte/expose/k2ds532,4368,"Anna Reich StraÃŸe 17,  Sindelfingen (71069)",0
Anna Reich StraÃŸe 17, Sindelfingen (71069),399.000 6.650,"2,5 Zimmer",60 m²,Unknown,https://www.immowelt.de/projekte/expose/k2ds532,4368,"Anna Reich StraÃŸe 17,  Sindelfingen (71069)",0
Sindelfingen 1, Sindelfingen (71063),348.000 4.703,4 Zimmer,74 m²,3. Geschoss,https://www.immowelt.de/expose/486bf7de-aef5-403a-bb22-73c705f613b8,4368,"Sindelfingen 1,  Sindelfingen (71063)",74
Sindelfingen 2, Sindelfingen (71063),649.000 6.363,4 Zimmer,102 m²,Unknown,https://www.immowelt.de/expose/7e1b2a08-4490-4b16-8453-d32da6bf079e,4368,"Sindelfingen 2,  Sindelfingen (71063)",484
