Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL,city_id,full_address,score
Herbert-Weichmann-StraÃŸe 2, Hamburg (22085),550.000 13.111,1 Zimmer,42 m²,2. Geschoss,https://www.immowelt.de/expose/90d58b67-3d0d-4f0c-89ac-24c3d593ac50,5521,"Herbert-Weichmann-StraÃŸe 2,  Hamburg (22085)",0
LutterothstraÃŸe 61, Hamburg (20255),315.000 7.159,2 Zimmer,44 m²,4. Geschoss,https://www.immowelt.de/expose/ef406e11-2d0c-4a11-ad58-513176a4b4ab,5521,"LutterothstraÃŸe 61,  Hamburg (20255)",0
Emmastrasse 8, Hamburg (20255),315.000 6.241,2 Zimmer,"50,5 m²",frei ab sofort,https://www.immowelt.de/expose/6a129a70-c0e2-47c3-a428-0f225f1ca196,5521,"Emmastrasse 8,  Hamburg (20255)",374
HasselbrookstraÃŸe 117, Hamburg (22089),390.000 5.351,4 Zimmer,"72,9 m²",3. Geschoss,https://www.immowelt.de/expose/ad2fd122-c2d8-4b23-b26b-6309f804297f,5521,"HasselbrookstraÃŸe 117,  Hamburg (22089)",0
Schlicksweg 10, Hamburg (22307),372.000 5.995,2 Zimmer,"62,1 m²",frei ab sofort,https://www.immowelt.de/expose/22b32609-a711-461c-a1e0-1e4b65e2b6c5,5521,"Schlicksweg 10,  Hamburg (22307)",529
Grandweg 92, Hamburg (22529),420.000 7.299,2 Zimmer,"57,5 m²",1. Geschoss,https://www.immowelt.de/expose/5dd66da9-d646-4d39-b809-851cfaf95b81,5521,"Grandweg 92,  Hamburg (22529)",205
Harvestehude, Hamburg (20149),599.000 10.509,2 Zimmer,57 m²,Unknown,https://www.immowelt.de/expose/cab9ff29-9cce-412a-a532-dd78223be648,5521,"Harvestehude,  Hamburg (20149)",631
Juthornkamp 5, Hamburg (22043),645.000 6.001,4 Zimmer,"107,5 m²",EG,https://www.immowelt.de/expose/133ee460-4069-4804-9081-c4751bdf25ab,5521,"Juthornkamp 5,  Hamburg (22043)",235
St.Pauli, Hamburg (20359),799.000 8.500,3 Zimmer,94 m²,9. Geschoss,https://www.immowelt.de/expose/5a7d2369-76dd-420a-a466-5d1be44f70ad,5521,"St.Pauli,  Hamburg (20359)",1019
Glockenblumenweg 4, Hamburg (22529),360.000 5.136,3 Zimmer,"70,1 m²",Unknown,https://www.immowelt.de/expose/1830e62c-28d6-43a9-a470-40e9ec4206b6,5521,"Glockenblumenweg 4,  Hamburg (22529)",197
GilbertstraÃŸe 27, Hamburg (22767),379.000 7.205,2 Zimmer,"52,6 m²",2. Geschoss,https://www.immowelt.de/expose/4b4fc164-a9e0-48b0-b723-9d8229751a11,5521,"GilbertstraÃŸe 27,  Hamburg (22767)",0
GilbertstraÃŸe 27, Hamburg (22767),279.000 5.439,2 Zimmer,"51,3 m²",Unknown,https://www.immowelt.de/expose/02129b21-0f0e-4032-acd4-20f4e9c8a23e,5521,"GilbertstraÃŸe 27,  Hamburg (22767)",0
GilbertstraÃŸe 27, Hamburg (22767),229.000 5.451,2 Zimmer,42 m²,Unknown,https://www.immowelt.de/expose/1112c414-cf35-48c9-ad46-ca3dffd2f729,5521,"GilbertstraÃŸe 27,  Hamburg (22767)",0
Pulverhofsweg 57, Hamburg (22159),100.000 3.007,1 Zimmer,"33,3 m²",2. Geschoss,https://www.immowelt.de/expose/00fb5d29-b9c1-4d85-95f3-88d21f7e4663,5521,"Pulverhofsweg 57,  Hamburg (22159)",210
Blankenese, Hamburg (22587),1.500.000 5.137,12 Zimmer,292 m²,630 m² Grundstuck,https://www.immowelt.de/expose/f4883334-feae-490b-862b-3874704eed11,5521,"Blankenese,  Hamburg (22587)",190
Winterhude, Hamburg (22303),299.000 7.155,2 Zimmer,"41,8 m²",EG,https://www.immowelt.de/expose/6f991946-5367-49f0-8a43-c3f828474f3b,5521,"Winterhude,  Hamburg (22303)",397
Harvestehude, Hamburg (20149),2.645.000 14.454,5 Zimmer,183 m²,3. Geschoss,https://www.immowelt.de/expose/9704eb5e-47f3-4f53-b028-0329d23867d5,5521,"Harvestehude,  Hamburg (20149)",631
Rahlstedt, Hamburg (22145),1.289.000 5.859,6 Zimmer,220 m²,998 m² Grundstuck,https://www.immowelt.de/expose/0a066efa-8149-4ba6-8715-8d38b0c8ecec,5521,"Rahlstedt,  Hamburg (22145)",389
Duvenstedt, Hamburg (22397),685.000 5.000,4 Zimmer,137 m²,1. Geschoss,https://www.immowelt.de/expose/defa0c17-069f-4236-9fd2-2dc4ea5f5bf8,5521,"Duvenstedt,  Hamburg (22397)",127
