Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL,city_id,full_address,score
Heinrich-Seliger-StraÃŸe 47, Frankfurt (60528),225.000 4.174,2 Zimmer,"53,9 m²",3. Geschoss,https://www.immowelt.de/expose/3d517a55-ee82-4e3e-98dc-89666ee364e3,4040,"Heinrich-Seliger-StraÃŸe 47,  Frankfurt (60528)",0
Adolf-Miersch-StraÃŸe 23, Frankfurt (60528),235.000 4.123,2 Zimmer,57 m²,4. Geschoss,https://www.immowelt.de/expose/8eb15b6b-2c5b-400d-a03c-b9a573bf454f,4040,"Adolf-Miersch-StraÃŸe 23,  Frankfurt (60528)",0
Adolf-Miersch-StraÃŸe 29, Frankfurt (60528),259.000 3.918,3 Zimmer,"66,1 m²",EG,https://www.immowelt.de/expose/649d5dea-f18f-458c-a839-59f4df2e91cd,4040,"Adolf-Miersch-StraÃŸe 29,  Frankfurt (60528)",0
Herbert-Boehm-StraÃŸe 26, Frankfurt (60528),289.000 3.895,3 Zimmer,"74,2 m²",1. Geschoss,https://www.immowelt.de/expose/c81cd900-b7de-4992-bc5e-f24f6b052546,4040,"Herbert-Boehm-StraÃŸe 26,  Frankfurt (60528)",0
Teutonenweg 48, Frankfurt (65929),214.900 3.342,3 Zimmer,"64,3 m²",2. Geschoss,https://www.immowelt.de/expose/6e97294a-fbf2-4c61-8962-061a6c1de008,4040,"Teutonenweg 48,  Frankfurt (65929)",207
Markomannenweg 8, Frankfurt (65929),179.000 3.365,"2,5 Zimmer","53,2 m²",2. Geschoss,https://www.immowelt.de/expose/42d8b9b7-7d00-4ae2-97b8-d77500b9cda6,4040,"Markomannenweg 8,  Frankfurt (65929)",320
Oberrad, Frankfurt am Main (60599),927.800 7.751,4 Zimmer,"119,7 m²",EG,https://www.immowelt.de/expose/105d0ed5-40ab-4e98-923e-6ae2209cc911,4040,"Oberrad,  Frankfurt am Main (60599)",338
Oberrad, Frankfurt am Main (60599),818.900 8.390,"3,5 Zimmer","97,6 m²",3. Geschoss,https://www.immowelt.de/expose/eb30edcd-f5de-4dab-8199-00735faaaccd,4040,"Oberrad,  Frankfurt am Main (60599)",338
Oberrad, Frankfurt am Main (60599),649.800 8.194,3 Zimmer,"79,3 m²",3. Geschoss,https://www.immowelt.de/expose/ea5e7953-c829-4d9d-800a-173ffc143ad0,4040,"Oberrad,  Frankfurt am Main (60599)",338
Oberrad, Frankfurt am Main (60599),689.800 7.742,3 Zimmer,"89,1 m²",1. Geschoss,https://www.immowelt.de/expose/5b024ca0-2988-40ec-9fd7-fb62c831759f,4040,"Oberrad,  Frankfurt am Main (60599)",338
Oberrad, Frankfurt am Main (60599),669.600 7.741,3 Zimmer,"86,5 m²",1. Geschoss,https://www.immowelt.de/expose/a06ef8ae-9468-47b9-bc92-a1d40a698159,4040,"Oberrad,  Frankfurt am Main (60599)",338
Oberrad, Frankfurt am Main (60599),377.200 8.290,"1,5 Zimmer","45,5 m²",2. Geschoss,https://www.immowelt.de/expose/83c94bfc-6aaa-4937-94bd-f474ee73cf1a,4040,"Oberrad,  Frankfurt am Main (60599)",338
RÃ¶delheim, Frankfurt (60489),236.000 4.516,2 Zimmer,"52,3 m²",Unknown,https://www.immowelt.de/expose/3933ca82-faab-4daa-a7bc-26507930eed2,4040,"RÃ¶delheim,  Frankfurt (60489)",0
Eschersheim, Frankfurt (60433),345.000 5.847,3 Zimmer,59 m²,EG,https://www.immowelt.de/expose/8d4ec8ce-8729-4fc8-b33e-a7efd369e013,4040,"Eschersheim,  Frankfurt (60433)",431
Sachsenhausen - Sud, Frankfurt am Main (60598),890.000 5.817,"3,5 Zimmer",153 m²,Unknown,https://www.immowelt.de/expose/a913a8f8-e7fc-48ac-bd0f-278735ba67f2,4040,"Sachsenhausen - Sud,  Frankfurt am Main (60598)",0
Oberrad, Frankfurt am Main (60599),799.800 7.552,4 Zimmer,"105,9 m²",EG,https://www.immowelt.de/expose/d632c68f-d352-427e-82f7-63e0929020b0,4040,"Oberrad,  Frankfurt am Main (60599)",338
Bergen-Enkheim, Frankfurt am Main (60388),249.000 7.000,1 Zimmer,"35,6 m²",EG,https://www.immowelt.de/expose/c3781f3c-5569-4d43-a973-59ea37ba53c3,4040,"Bergen-Enkheim,  Frankfurt am Main (60388)",134
Griesheim, Frankfurt am Main (65933),441.188 3.700,3 Zimmer,"119,2 m²",EG,https://www.immowelt.de/expose/c06fa730-d080-42be-859c-1dd0d66c147f,4040,"Griesheim,  Frankfurt am Main (65933)",338
RÃ¶delheim, Frankfurt am Main (60489),440.000 5.500,3 Zimmer,80 m²,3. Geschoss,https://www.immowelt.de/expose/d623e2b0-70ed-4cfc-bcda-43083aa77f30,4040,"RÃ¶delheim,  Frankfurt am Main (60489)",0
Dornbusch, Frankfurt am Main (60320),599.900 5.200,4 Zimmer,"115,4 m²",3. Geschoss,https://www.immowelt.de/expose/919011d5-5ad0-40e5-ab8e-b6b54cc4fe2b,4040,"Dornbusch,  Frankfurt am Main (60320)",336
Gallus, Frankfurt am Main (60327),475.000 10.326,2 Zimmer,46 m²,6. Geschoss,https://www.immowelt.de/expose/bcc519c8-7aec-4d42-8632-accfc778dfd0,4040,"Gallus,  Frankfurt am Main (60327)",598
FalkstraÃŸe 116, Frankfurt am Main (60487),395.000 6.810,2 Zimmer,58 m²,1. Geschoss,https://www.immowelt.de/expose/6584ff7a-1a81-4113-ab48-2a93fc2af182,4040,"FalkstraÃŸe 116,  Frankfurt am Main (60487)",0
Niederursel, Frankfurt am Main (60439),589.000 4.177,4 Zimmer,141 m²,361 m² Grundstuck,https://www.immowelt.de/expose/4d73d92b-8f67-481c-ac99-fb2e23779d22,4040,"Niederursel,  Frankfurt am Main (60439)",157
Seckbach, Frankfurt am Main (60389),360.000 5.625,2 Zimmer,64 m²,1. Geschoss,https://www.immowelt.de/expose/bc2a8347-fb19-4594-9e69-b27fbfcb6c72,4040,"Seckbach,  Frankfurt am Main (60389)",146
Unterliederbach, Frankfurt (65929),540.000 5.347,3 Zimmer,101 m²,3. Geschoss,https://www.immowelt.de/expose/8c0cec86-c94e-4ea7-b647-7dfa3d7f3b6d,4040,"Unterliederbach,  Frankfurt (65929)",264
Nied, Frankfurt am Main (65934),420.000 3.805,4 Zimmer,"110,4 m²",Unknown,https://www.immowelt.de/expose/d482456a-82fa-4ebb-8804-c25eea4d2d20,4040,"Nied,  Frankfurt am Main (65934)",221
Nieder-Erlenbach, Frankfurt (60437),1.600.000 3.563,17 Zimmer,449 m²,599 m² Grundstuck,https://www.immowelt.de/expose/fb8634cc-d867-432f-9f27-1b2725ed287a,4040,"Nieder-Erlenbach,  Frankfurt (60437)",113
