Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL,city_id,full_address,score
Balingen, Balingen (72336),859.000 2.684,10 Zimmer,320 m²,498 m² Grundstuck,https://www.immowelt.de/expose/46a42155-354a-4aee-8467-37a74ae413cc,1414,"Balingen,  Balingen (72336)",251
Weilstetten, Balingen (72336),89000,110 m²,480 m² Grundstuck,Unknown,https://www.immowelt.de/expose/519dbaf3-687f-4154-abf1-f82bcf6dd216,1414,"Weilstetten,  Balingen (72336)",78
Zillhausen, Balingen (72336),425.000 1.586,6 Zimmer,268 m²,2.069 m² Grundstuck,https://www.immowelt.de/expose/347c6a4b-f51b-454b-9875-49ba8226db61,1414,"Zillhausen,  Balingen (72336)",0
Frommern, Balingen (72336),551.595 4.597,5 Zimmer,120 m²,440 m² Grundstuck,https://www.immowelt.de/expose/58b7e2c1-227b-46ee-8067-52cc9c38f2ef,1414,"Frommern,  Balingen (72336)",93
Ostdorf, Balingen (72336),299.000 2.020,6 Zimmer,148 m²,410 m² Grundstuck,https://www.immowelt.de/expose/21d2a22d-cf9b-43cc-8582-2384f3745234,1414,"Ostdorf,  Balingen (72336)",56
Balingen, Balingen (72336),229.000 2.850,3 Zimmer,"80,3 m²",1. Geschoss,https://www.immowelt.de/expose/eb628c43-8762-4d77-b8d3-e234475f82b2,1414,"Balingen,  Balingen (72336)",251
Balingen, Balingen (72336),337.000 2.956,"5,5 Zimmer",114 m²,641 m² Grundstuck,https://www.immowelt.de/expose/15a8c2b2-9335-4940-9707-a7a5edeacfd1,1414,"Balingen,  Balingen (72336)",251
Frommern, Balingen (72336),389.000 4.232,"3,5 Zimmer","91,9 m²",Unknown,https://www.immowelt.de/expose/8b8cfa91-d679-45da-981b-5fb9fb829739,1414,"Frommern,  Balingen (72336)",93
Wilhelm-Kraut-StraÃŸe 28-30, Balingen (72336),419.000 4.502,3 Zimmer,"93,1 m²",Unknown,https://www.immowelt.de/expose/9860d784-ef3e-424b-84ff-7d481df4eefa,1414,"Wilhelm-Kraut-StraÃŸe 28-30,  Balingen (72336)",0
Balingen, Balingen (72336),380.000 4.601,"3,5 Zimmer","82,6 m²",1. Geschoss,https://www.immowelt.de/expose/0f92ac63-6969-42a3-9837-6c0717b7e93f,1414,"Balingen,  Balingen (72336)",251
Zillhausen, Balingen (72336),419.000 2.034,9 Zimmer,206 m²,1.100 m² Grundstuck,https://www.immowelt.de/expose/e4d83062-79ae-47ae-98f6-e4a16ee86105,1414,"Zillhausen,  Balingen (72336)",0
Zillhausen, Balingen (72336),592.000 2.874,9 Zimmer,206 m²,3.300 m² Grundstuck,https://www.immowelt.de/expose/9d8cfcb5-264a-4187-ab7e-2b53e3acebe6,1414,"Zillhausen,  Balingen (72336)",0
Endingen, Balingen-Endingen (72336),154.000 2.369,2 Zimmer,65 m²,Unknown,https://www.immowelt.de/expose/d99f8be0-e122-4871-b72d-01181cc547db,1414,"Endingen,  Balingen-Endingen (72336)",29
