Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL,city_id,full_address,score
Weitmar - Mark, Bochum (44797),595.000 2.801,6 Zimmer,"212,4 m²",frei ab sofort,https://www.immowelt.de/expose/85b29443-f6f2-449a-a4d7-48a3126adeee,3843,"Weitmar - Mark,  Bochum (44797)",215
Altenbochum, Bochum - Altenbochum (44803),610.000 1.560,13 Zimmer,391 m²,561 m² Grundstuck,https://www.immowelt.de/expose/b95ce880-858d-4c27-8acc-369b8a2ead06,3843,"Altenbochum,  Bochum - Altenbochum (44803)",305
Riemke, Bochum (44809),95.000 2.159,2 Zimmer,44 m²,Unknown,https://www.immowelt.de/expose/67065e17-e53c-44a6-b768-475ee6db159a,3843,"Riemke,  Bochum (44809)",201
Harpen - Rosenberg, Bochum (44805),642.740 3.273,7 Zimmer,"196,4 m²",640 m² Grundstuck,https://www.immowelt.de/expose/054be10d-88b8-43c7-830d-a6dce8d325e5,3843,"Harpen - Rosenberg,  Bochum (44805)",150
Laer, Bochum (44803),505.799 4.119,4 Zimmer,"122,8 m²",480 m² Grundstuck,https://www.immowelt.de/expose/a487ffdb-223c-4100-ae5a-2ccd24cb4a62,3843,"Laer,  Bochum (44803)",194
Werne, Bochum (44894),149.000 1.733,"2,5 Zimmer",86 m²,1. Geschoss,https://www.immowelt.de/expose/046c1331-aac4-4878-9985-6ab2c4b70841,3843,"Werne,  Bochum (44894)",254
Linden, Bochum (44879),544.000 4.387,"3,5 Zimmer",124 m²,614 m² Grundstuck,https://www.immowelt.de/expose/b26c2c94-a01d-4698-a68d-93a87e052882,3843,"Linden,  Bochum (44879)",347
Langendreer, Bochum (44892),125.000 2.155,3 Zimmer,58 m²,4. Geschoss,https://www.immowelt.de/expose/919429bc-23d4-446e-8ab9-9aa199259f7c,3843,"Langendreer,  Bochum (44892)",314
Wattenscheid - Mitte, Bochum (44866),602.131 4.270,4 Zimmer,141 m²,455 m² Grundstuck,https://www.immowelt.de/expose/73abb0c4-8475-4ff0-ac5c-bf0447661113,3843,"Wattenscheid - Mitte,  Bochum (44866)",547
HÃ¶ntrop, Bochum (44869),888.000 3.929,"15,5 Zimmer",226 m²,845 m² Grundstuck,https://www.immowelt.de/expose/2d5abfd1-342f-4f90-9a16-abbe751cbf5c,3843,"HÃ¶ntrop,  Bochum (44869)",0
