Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL,city_id,full_address,score
HÃ¶chsten, Dortmund (44267),425.000 3.602,1 Zimmer,118 m²,686 m² Grundstuck,https://www.immowelt.de/expose/76153979-3aa4-4527-a82b-18edb0c194e9,5382,"HÃ¶chsten,  Dortmund (44267)",0
Westfalendamm - Sud, Dortmund (44141),229.000 2.863,3 Zimmer,"80,2 m²",2. Geschoss,https://www.immowelt.de/expose/7bdc1124-ff7e-42a4-a620-0f27722df12b,5382,"Westfalendamm - Sud,  Dortmund (44141)",0
Wickeder Feld, Dortmund (44319),360.000 1.946,185 m²,Unknown,Unknown,https://www.immowelt.de/expose/ee97d198-c993-4100-979a-f20af54e98bb,5382,"Wickeder Feld,  Dortmund (44319)",0
KirchhÃ¶rde - West, Dortmund (44229),155.000 2.541,2 Zimmer,61 m²,EG,https://www.immowelt.de/expose/b489bc32-83c4-4bae-add4-c39ef305d04c,5382,"KirchhÃ¶rde - West,  Dortmund (44229)",0
Benninghofer Str. 185, Dortmund (44267),1.099.000 2.689,15 Zimmer,"408,7 m²","638,5 m² Grundstuck",https://www.immowelt.de/expose/00a2e8aa-3567-45f8-a443-2dbe12379006,5382,"Benninghofer Str. 185,  Dortmund (44267)",136
Marten, Dortmund (44379),275.000 905,10 Zimmer,304 m²,384 m² Grundstuck,https://www.immowelt.de/expose/c505d44f-1558-48cd-ab64-cc355742d34a,5382,"Marten,  Dortmund (44379)",227
Lucklemberg, Dortmund / Lucklemberg (44229),189.000 2.908,2 Zimmer,65 m²,EG,https://www.immowelt.de/expose/90fd3a6a-6012-44c9-8b9a-f5abb886d647,5382,"Lucklemberg,  Dortmund / Lucklemberg (44229)",100
City - Ost, Dortmund (44135),6.350.000 1.509,4.208 m²,"1.630,2 m² Grundstuck",Unknown,https://www.immowelt.de/expose/e9359454-d3f6-4067-bb7d-bd7bae4dfad8,5382,"City - Ost,  Dortmund (44135)",1013
Aplerbeck Bahnhof Sud, Dortmund (44287),240.000 3.000,3 Zimmer,80 m²,frei ab 01.01.2025,https://www.immowelt.de/expose/15b8e413-e752-4b53-939d-9c6c0e74e46a,5382,"Aplerbeck Bahnhof Sud,  Dortmund (44287)",0
Hostedde, Dortmund Hostedde (44329),1.049.000 1.837,19 Zimmer,571 m²,1.248 m² Grundstuck,https://www.immowelt.de/expose/11749261-59bf-44e8-b17e-b94ddcc8f532,5382,"Hostedde,  Dortmund Hostedde (44329)",105
Mailoh, Dortmund (44369),485.000 1.540,15 Zimmer,315 m²,1.011 m² Grundstuck,https://www.immowelt.de/expose/df856127-72db-4655-af98-c247b2c4201e,5382,"Mailoh,  Dortmund (44369)",250
Husen - Sud, Kamen (59174),265.000 2.409,5 Zimmer,110 m²,369 m² Grundstuck,https://www.immowelt.de/expose/72c0365b-0d1c-443e-8bd8-53e8d2415edd,5382,"Husen - Sud,  Kamen (59174)",0
In der Kumke 13, Dortmund (44329),118.000 1.551,"3,5 Zimmer","76,1 m²",1. Geschoss,https://www.immowelt.de/expose/479264ec-1ea8-4718-b5ca-71242ceaaf7f,5382,"In der Kumke 13,  Dortmund (44329)",163
In der GroÃŸen Heide 6, Dortmund (44339),114.800 1.877,"3,5 Zimmer","61,2 m²",3. Geschoss,https://www.immowelt.de/expose/6df3f26f-6792-4cd8-8b23-8742870e01ae,5382,"In der GroÃŸen Heide 6,  Dortmund (44339)",0
Flughafen, Dortmund (44319),189.000 1.718,6 Zimmer,110 m²,319 m² Grundstuck,https://www.immowelt.de/expose/c833fb68-57e0-46eb-9124-e224c4bc6484,5382,"Flughafen,  Dortmund (44319)",54
Hallerey, Dortmund (44149),350.000 3.500,4 Zimmer,100 m²,305 m² Grundstuck,https://www.immowelt.de/expose/34e2f266-efbd-4755-a8bc-c54200aab18b,5382,"Hallerey,  Dortmund (44149)",122
Bodelschwingh, Dortmund (44357),419.000 3.384,5 Zimmer,"123,8 m²",616 m² Grundstuck,https://www.immowelt.de/expose/1793f5b1-ba45-4436-9247-d36e4e8c6c07,5382,"Bodelschwingh,  Dortmund (44357)",154
MSA-Siedlung, Dortmund (44328),399.000 2.850,6 Zimmer,"140,3 m²","450,3 m² Grundstuck",https://www.immowelt.de/expose/6d457a76-8429-4830-a2f0-8d3e1b58eaa8,5382,"MSA-Siedlung,  Dortmund (44328)",133
Siedlung Rotkehlchenweg, Dortmund (44225),170.000 2.125,3 Zimmer,80 m²,Unknown,https://www.immowelt.de/expose/01bb1dda-c60f-4cbb-9051-f74521904e66,5382,"Siedlung Rotkehlchenweg,  Dortmund (44225)",187
Schuren-Alt, Dortmund (44269),369.000 4.241,"3,5 Zimmer",87 m²,2. Geschoss,https://www.immowelt.de/expose/0d97d1a1-f997-4aa4-8e61-576c0a82ef0e,5382,"Schuren-Alt,  Dortmund (44269)",136
KlobesstraÃŸe 4, Dortmund (44388),112.100 2.566,2 Zimmer,"43,7 m²",1. Geschoss,https://www.immowelt.de/expose/1d6c1736-67fa-4b8f-925e-3222b283f167,5382,"KlobesstraÃŸe 4,  Dortmund (44388)",0
BÃ¶vinghausen, Dortmund (44388),720.000 4.045,"5,5 Zimmer",178 m²,400 m² Grundstuck,https://www.immowelt.de/expose/d964474a-b5f2-4c47-9e32-6eb70eb0d456,5382,"BÃ¶vinghausen,  Dortmund (44388)",0
Berghofer Mark, Dortmund (44267),425.000 3.602,118 m²,686 m² Grundstuck,Unknown,https://www.immowelt.de/expose/331fcc6f-0c0a-4418-84c4-f4acdb09304f,5382,"Berghofer Mark,  Dortmund (44267)",91
Eichlinghofen, Dortmund (44227),1.150.000 3.132,10 Zimmer,"367,1 m²",1.393 m² Grundstuck,https://www.immowelt.de/expose/1a8f31fd-05df-4f2f-8bd5-a0791f1362d5,5382,"Eichlinghofen,  Dortmund (44227)",145
Eichlinghofen, Dortmund (44227),1.250.000 3.342,11 Zimmer,374 m²,571 m² Grundstuck,https://www.immowelt.de/expose/5357aa1b-316f-4958-abf6-c76f921461dd,5382,"Eichlinghofen,  Dortmund (44227)",145
Gartenstadt - Sud, Dortmund / Gartenstadt (44141),479.000 5.118,2 Zimmer,"93,6 m²",2. Geschoss,https://www.immowelt.de/expose/fcb961bd-db8c-4a95-98f7-2d5d88ab2e7b,5382,"Gartenstadt - Sud,  Dortmund / Gartenstadt (44141)",0
Brucherhof, Dortmund (44263),4.749.500 4.464,1.064 m²,1.150 m² Grundstuck,frei ab 01.01.2025,https://www.immowelt.de/expose/8f621982-a9c7-4ad3-b043-91478a5a3a90,5382,"Brucherhof,  Dortmund (44263)",146
Holzen, Dortmund (44267),1.549.000 4.704,6 Zimmer,"329,3 m²",998 m² Grundstuck,https://www.immowelt.de/expose/e89c20b4-9da0-4002-8ea4-1df41c7bfc7f,5382,"Holzen,  Dortmund (44267)",100
Aplerbecker StraÃŸe, Dortmund (44309),685.431 4.205,4 Zimmer,163 m²,747 m² Grundstuck,https://www.immowelt.de/expose/891c1bf2-a9a1-45a9-a7a4-e2b0395229d6,5382,"Aplerbecker StraÃŸe,  Dortmund (44309)",0
Aplerbeck Bahnhof Sud, Dortmund (44287),1.150.000 3.333,16 Zimmer,"345,3 m²","771,3 m² Grundstuck",https://www.immowelt.de/expose/3bbcf436-52bd-4a3e-8115-866880d8aa9c,5382,"Aplerbeck Bahnhof Sud,  Dortmund (44287)",0
Berghofer Mark, Dortmund (44267),425.000 3.602,118 m²,Unknown,Unknown,https://www.immowelt.de/expose/bd88dc58-5ff2-46a7-910c-bebeb843c72a,5382,"Berghofer Mark,  Dortmund (44267)",91
Derne, Dortmund (44329),299.000 2.153,4 Zimmer,"138,9 m²",250 m² Grundstuck,https://www.immowelt.de/expose/1ffd1ff8-384a-4666-92bd-597b7298556a,5382,"Derne,  Dortmund (44329)",211
Derne, Dortmund (44329),309.000 2.161,4 Zimmer,143 m²,260 m² Grundstuck,https://www.immowelt.de/expose/9b36008a-04bd-4c73-b283-e32dfd69c743,5382,"Derne,  Dortmund (44329)",211
Nordmarkt - West, Dortmund (44147),79.000 1.463,3 Zimmer,54 m²,1. Geschoss,https://www.immowelt.de/expose/0c0502e1-a154-4b44-89f5-45ee60e22aef,5382,"Nordmarkt - West,  Dortmund (44147)",0
Goswinweg 8, Dortmund (44319),169.000 2.253,3 Zimmer,75 m²,2. Geschoss,https://www.immowelt.de/expose/cdecb0c3-fc11-4e17-88e2-882ffb60801a,5382,"Goswinweg 8,  Dortmund (44319)",99
Derne, Dortmund (44329),278.890 2.050,5 Zimmer,136 m²,400 m² Grundstuck,https://www.immowelt.de/expose/e1424558-3ed3-4d99-9ae2-cddda16eb071,5382,"Derne,  Dortmund (44329)",211
Eichlinghofen, Dortmund (44227),495.000 2.313,5 Zimmer,214 m²,Unknown,https://www.immowelt.de/expose/f8561d56-f3b0-4307-884f-0c7d3e6ff3c6,5382,"Eichlinghofen,  Dortmund (44227)",145
SÃ¶lde - Sud, Dortmund (44289),319.000 3.054,4 Zimmer,"104,5 m²",320 m² Grundstuck,https://www.immowelt.de/expose/62106cf9-a110-479f-aa21-7927c660b016,5382,"SÃ¶lde - Sud,  Dortmund (44289)",0
HÃ¶rde, Dortmund (44263),820.000 2.200,372 m²,506 m² Grundstuck,Unknown,https://www.immowelt.de/expose/3f1e87b8-262b-4ddc-bcc0-fc0e51f16fd2,5382,"HÃ¶rde,  Dortmund (44263)",0
Oestrich, Dortmund (44357),1.675.000 1.500,1.116 m²,Unknown,Unknown,https://www.immowelt.de/expose/3ff9e27d-f86b-41fd-b394-2b40925b526c,5382,"Oestrich,  Dortmund (44357)",87
Westfalendamm - Sud, Dortmund (44141),1.799.000 2.140,801 m²,675 m² Grundstuck,Unknown,https://www.immowelt.de/expose/2d78e4ba-0986-4710-9b3e-010d4cdb3885,5382,"Westfalendamm - Sud,  Dortmund (44141)",0
Kaiserbrunnen, Dortmund (44135),899.000 4.860,4 Zimmer,"185,4 m²",Unknown,https://www.immowelt.de/expose/808c5cb4-d0f1-4ea4-aaaa-5c1caed7838c,5382,"Kaiserbrunnen,  Dortmund (44135)",375
Husen - Sud, Dortmund (44319),290.000 3.053,4 Zimmer,95 m²,394 m² Grundstuck,https://www.immowelt.de/expose/42f7d542-5ce4-49ac-b304-4dc0f6978d09,5382,"Husen - Sud,  Dortmund (44319)",0
Brechten - Sud, Dortmund (44319),120.000 2.105,"3,5 Zimmer",57 m²,1. Geschoss,https://www.immowelt.de/expose/d2030b86-939b-4e09-adb7-6e06c4d39a54,5382,"Brechten - Sud,  Dortmund (44319)",0
Sudwestfriedhof, Dortmund (44137),179.000 3.196,2 Zimmer,56 m²,Unknown,https://www.immowelt.de/expose/2dd414a2-5618-469e-bb80-5fe008b9812b,5382,"Sudwestfriedhof,  Dortmund (44137)",346
Wickede Dorf, Dortmund (44319),349.000 2.223,5 Zimmer,157 m²,360 m² Grundstuck,https://www.immowelt.de/expose/7ba256d6-257e-4943-8767-ac65adbae11c,5382,"Wickede Dorf,  Dortmund (44319)",0
Lanstrop-Alt, Dortmund (44329),195.000 2.241,4 Zimmer,87 m²,309 m² Grundstuck,https://www.immowelt.de/expose/6344baf7-c8fa-4d8a-83e9-2f0459553cfb,5382,"Lanstrop-Alt,  Dortmund (44329)",0
Gartenstadt - Sud, Dortmund (44141),889.000 3.865,8 Zimmer,230 m²,1.039 m² Grundstuck,https://www.immowelt.de/expose/f96b5362-7da8-4fa6-8036-7e4936353381,5382,"Gartenstadt - Sud,  Dortmund (44141)",0
Mengeder Heide, Dortmund (44359),289.000 3.184,5 Zimmer,"90,8 m²",1. Geschoss,https://www.immowelt.de/expose/e389b1ca-052a-47e5-910f-3f39a1b8153e,5382,"Mengeder Heide,  Dortmund (44359)",42
Rahm, Dortmund (44369),430.000 2.905,5 Zimmer,148 m²,400 m² Grundstuck,https://www.immowelt.de/expose/ec7ba937-d3bc-429d-b2d4-08b551608068,5382,"Rahm,  Dortmund (44369)",118
SÃ¶lderholz, Dortmund (44289),395.000 2.883,4 Zimmer,137 m²,338 m² Grundstuck,https://www.immowelt.de/expose/e59c6533-0aba-41fb-8d20-aecd3d2b7b4d,5382,"SÃ¶lderholz,  Dortmund (44289)",0
