Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL,city_id,full_address,score
Elverdissen, Herford (32052),250.000 4.167,"1,5 Zimmer",60 m²,frei ab sofort,https://www.immowelt.de/expose/dd6fa433-4e4b-4b72-8cf7-f0b0fc11f832,3370,"Elverdissen,  Herford (32052)",15
Eickum, Herford (32051),190.000 3.800,"1,5 Zimmer",50 m²,frei ab sofort,https://www.immowelt.de/expose/a7d1070f-9045-4321-81aa-c5c23f15f680,3370,"Eickum,  Herford (32051)",19
Herford-Stadt, Herford (32049),350.000 3.933,2 Zimmer,89 m²,frei ab sofort,https://www.immowelt.de/expose/76f72ef1-3811-4de3-a818-8bd68c2f5c84,3370,"Herford-Stadt,  Herford (32049)",443
Herford-Stadt, Herford (32052),369.000 4.347,2 Zimmer,"84,9 m²",frei ab sofort,https://www.immowelt.de/expose/f54cbfa7-c434-4856-96e7-676d3421a775,3370,"Herford-Stadt,  Herford (32052)",443
Elverdissen, Herford (32052),595.000 3.634,4 Zimmer,"163,7 m²",2. Geschoss,https://www.immowelt.de/expose/372c3838-6085-45c2-984d-48a678607538,3370,"Elverdissen,  Herford (32052)",15
UhlandstraÃŸe 17, Herford (32051),279.000 3.960,3 Zimmer,"70,5 m²",2. Geschoss,https://www.immowelt.de/expose/99fe52e8-ef5f-4f85-b651-e78290cc969f,3370,"UhlandstraÃŸe 17,  Herford (32051)",0
Herford-Stadt, Herford (32049),450.000 4.500,100 m²,Unknown,Unknown,https://www.immowelt.de/expose/90567586-8688-4e07-a9f9-df4286e09893,3370,"Herford-Stadt,  Herford (32049)",443
Elverdissen, Herford (32052),350.000 4.268,82 m²,Unknown,Unknown,https://www.immowelt.de/expose/509f67b6-d9a9-420d-9f94-7a9e451b6bfe,3370,"Elverdissen,  Herford (32052)",15
Diebrock, Herford (32051),450.000 4.500,100 m²,Unknown,Unknown,https://www.immowelt.de/expose/c19b02dc-fbd2-480e-b8c8-b9fba557b34c,3370,"Diebrock,  Herford (32051)",3
Herford-Stadt, Herford (32049),350.000 4.268,82 m²,Unknown,Unknown,https://www.immowelt.de/expose/f9dfe09c-8805-4fe5-9bda-922e1d2fe480,3370,"Herford-Stadt,  Herford (32049)",443
Herford-Stadt, Herford (32052),889.000 4.445,4 Zimmer,200 m²,Unknown,https://www.immowelt.de/expose/be4e85d3-c54e-4a7f-9898-a9e19a9a3ba5,3370,"Herford-Stadt,  Herford (32052)",443
Herford-Stadt, Herford (32052),556.000 4.244,4 Zimmer,131 m²,Unknown,https://www.immowelt.de/expose/aa5fa754-492a-477a-b5eb-601d407b3a09,3370,"Herford-Stadt,  Herford (32052)",443
Herford-Stadt, Herford (32052),1.300.000 1.995,"651,5 m²",564 m² Grundstuck,Unknown,https://www.immowelt.de/expose/e8220b56-5293-4840-bc45-217553461140,3370,"Herford-Stadt,  Herford (32052)",443
Herford-Stadt, Herford (32052),441.999 2.600,6 Zimmer,170 m²,877 m² Grundstuck,https://www.immowelt.de/expose/13b0ffa5-14ab-444e-a3c4-f5ae72066dc3,3370,"Herford-Stadt,  Herford (32052)",443
Eickum, Herford (32051),320.000 2.783,4 Zimmer,115 m²,450 m² Grundstuck,https://www.immowelt.de/expose/c8d74310-ee7f-453d-b619-92f05561e5ca,3370,"Eickum,  Herford (32051)",19
Herford-Stadt, Herford (32051),389.000 3.112,4 Zimmer,125 m²,590 m² Grundstuck,https://www.immowelt.de/expose/b1fdbf5a-1570-4c77-8eb0-79b21193eb83,3370,"Herford-Stadt,  Herford (32051)",443
Herford-Stadt, Herford (32049),145.999 1.090,4 Zimmer,134 m²,500 m² Grundstuck,https://www.immowelt.de/expose/dae35fc8-7f25-49fe-9bc3-13473d416fb0,3370,"Herford-Stadt,  Herford (32049)",443
Herford-Stadt, Herford (32052),350.000 3.933,2 Zimmer,89 m²,frei ab sofort,https://www.immowelt.de/expose/a6c05420-53e1-446d-8591-6ea3c7976c92,3370,"Herford-Stadt,  Herford (32052)",443
Herford-Stadt, Herford (32049),190.000 3.800,"1,5 Zimmer",50 m²,frei ab sofort,https://www.immowelt.de/expose/bf3ea9a2-381b-4210-ae35-bc9a844e97b3,3370,"Herford-Stadt,  Herford (32049)",443
Herford-Stadt, Herford (32051),383.509 3.797,3 Zimmer,101 m²,490 m² Grundstuck,https://www.immowelt.de/expose/72c8f87e-ab34-4b80-8df7-576090f1c8ec,3370,"Herford-Stadt,  Herford (32051)",443
Herford-Stadt, Herford (32051),569.000 4.215,5 Zimmer,135 m²,580 m² Grundstuck,https://www.immowelt.de/expose/0ad4da58-ae3c-4fa8-957e-63dd3eac0515,3370,"Herford-Stadt,  Herford (32051)",443
Herford-Stadt, Herford (32051),Preis auf Anfrage,6 Zimmer,"249,4 m²",580 m² Grundstuck,https://www.immowelt.de/expose/9b52e341-1fde-4b7b-aa00-71c952b07f22,3370,"Herford-Stadt,  Herford (32051)",443
Herford-Stadt, Herford (32051),Preis auf Anfrage,6 Zimmer,"249,4 m²",410 m² Grundstuck,https://www.immowelt.de/expose/2689bfb4-24d4-496d-b40f-21b3e5cf44d2,3370,"Herford-Stadt,  Herford (32051)",443
Elverdissen, Herford (32052),239.000 3.580,2 Zimmer,"66,8 m²",1. Geschoss,https://www.immowelt.de/expose/87c9fbd5-a92b-4fcc-b146-13c6098c4f18,3370,"Elverdissen,  Herford (32052)",15
Herford-Stadt, Herford (32051),549.900 3.548,6 Zimmer,155 m²,540 m² Grundstuck,https://www.immowelt.de/expose/fe95f3d0-aa41-4583-86e9-f36b7d9ec73c,3370,"Herford-Stadt,  Herford (32051)",443
Diebrock, Herford (32051),1.150.000 4.353,8 Zimmer,"264,2 m²",6.157 m² Grundstuck,https://www.immowelt.de/expose/09a038d2-327d-45b6-9c2d-3c9965921b95,3370,"Diebrock,  Herford (32051)",3
Schweicheln - Bermbeck, Hiddenhausen (32120),391.200 2.755,5 Zimmer,142 m²,500 m² Grundstuck,https://www.immowelt.de/expose/f11b7dcb-29ba-4d94-881d-96bb14fc4972,3370,"Schweicheln - Bermbeck,  Hiddenhausen (32120)",32
Bad Salzuflen, Bad Salzuflen (32105),375.000 1.488,5 Zimmer,252 m²,372 m² Grundstuck,https://www.immowelt.de/expose/a125d61c-c31c-4694-a7bd-82168a4fe993,3370,"Bad Salzuflen,  Bad Salzuflen (32105)",230
Bad Salzuflen, Bad Salzuflen (32105),450.000 3.358,4 Zimmer,134 m²,1.137 m² Grundstuck,https://www.immowelt.de/expose/1043ad94-6cba-4fde-9d61-d09f139931de,3370,"Bad Salzuflen,  Bad Salzuflen (32105)",230
Bad Salzuflen, Bad Salzuflen (32105),379.000 4.467,3 Zimmer,"84,9 m²",1. Geschoss,https://www.immowelt.de/expose/3489e49b-a7cc-4098-a02d-cfc384c348f8,3370,"Bad Salzuflen,  Bad Salzuflen (32105)",230
Exter, Vlotho (32602),249.000 1.576,5 Zimmer,158 m²,8.735 m² Grundstuck,https://www.immowelt.de/expose/35411052-209f-4f22-a074-9867b8f61641,3370,"Exter,  Vlotho (32602)",36
Schweicheln - Bermbeck, Hiddenhausen (32120),415.000 2.627,5 Zimmer,158 m²,500 m² Grundstuck,https://www.immowelt.de/expose/d56b90bd-50f8-443e-8139-305d3598fe66,3370,"Schweicheln - Bermbeck,  Hiddenhausen (32120)",32
Bad Salzuflen, Bad Salzuflen (32105),375.000 1.488,"6,5 Zimmer",252 m²,372 m² Grundstuck,https://www.immowelt.de/expose/6e3de7cb-6d86-42dd-b3e9-3a9348b3e71f,3370,"Bad Salzuflen,  Bad Salzuflen (32105)",230
Bad Salzuflen, Bad Salzuflen (32105),399.000 4.702,3 Zimmer,"84,9 m²",1. Geschoss,https://www.immowelt.de/expose/17ecb862-8b11-4d29-b2e3-6d7a14e94883,3370,"Bad Salzuflen,  Bad Salzuflen (32105)",230
Bad Salzuflen, Bad Salzuflen (32105),299.000 2.248,3 Zimmer,133 m²,2. Geschoss,https://www.immowelt.de/expose/22e09afb-ea5c-4f34-8973-fc1253f25267,3370,"Bad Salzuflen,  Bad Salzuflen (32105)",230
Bad Salzuflen, Bad Salzuflen (32105),690.000 3.812,3 Zimmer,181 m²,Unknown,https://www.immowelt.de/expose/e3e36d99-3619-4b63-b69c-4b55354c1ee5,3370,"Bad Salzuflen,  Bad Salzuflen (32105)",230
Bad Salzuflen, Bad Salzuflen (32105),529.264 3.528,5 Zimmer,150 m²,565 m² Grundstuck,https://www.immowelt.de/expose/ec6529fa-aa2d-45e8-a72e-9af0829bb801,3370,"Bad Salzuflen,  Bad Salzuflen (32105)",230
Bad Salzuflen, Bad Salzuflen (32105),170.000 2.200,3 Zimmer,"77,3 m²",1. Geschoss,https://www.immowelt.de/expose/c8edeafe-9283-467b-94c4-552ca2dd1f60,3370,"Bad Salzuflen,  Bad Salzuflen (32105)",230
Sundern, Hiddenhausen (32120),350.000 3.933,2 Zimmer,89 m²,frei ab sofort,https://www.immowelt.de/expose/58ae7b4d-95ea-4073-a2ce-a415e0192c38,3370,"Sundern,  Hiddenhausen (32120)",44
Bad Salzuflen, Bad Salzuflen (32105),283.000 3.970,2 Zimmer,"71,3 m²",Unknown,https://www.immowelt.de/expose/7cad1d6f-a470-4c6f-9fc3-77e2beb0f933,3370,"Bad Salzuflen,  Bad Salzuflen (32105)",230
Sundern, Hiddenhausen (32120),400.000 2.286,8 Zimmer,175 m²,1.027 m² Grundstuck,https://www.immowelt.de/expose/87521ea3-78fd-43a1-b0a1-aacd9cdc2a8c,3370,"Sundern,  Hiddenhausen (32120)",44
Bad Salzuflen, Bad Salzuflen (32105),89.000 1.618,3 Zimmer,55 m²,3. Geschoss,https://www.immowelt.de/expose/784fb39e-c607-45f2-9a5b-65f0412fc821,3370,"Bad Salzuflen,  Bad Salzuflen (32105)",230
Bad Salzuflen, Bad Salzuflen (32105),149.000 2.159,3 Zimmer,69 m²,2. Geschoss,https://www.immowelt.de/expose/8188430e-f9b1-499b-9351-68ef6013868a,3370,"Bad Salzuflen,  Bad Salzuflen (32105)",230
Bad Salzuflen, Bad Salzuflen (32105),595.000 5.613,4 Zimmer,106 m²,190 m² Grundstuck,https://www.immowelt.de/expose/ab5cef21-af2e-477f-9612-78e9d9a1431c,3370,"Bad Salzuflen,  Bad Salzuflen (32105)",230
Schweicheln - Bermbeck, Hiddenhausen (32120),369.000 3.844,3 Zimmer,96 m²,Unknown,https://www.immowelt.de/expose/385c4542-cf0b-47bf-90d5-4d349f0cf1b4,3370,"Schweicheln - Bermbeck,  Hiddenhausen (32120)",32
Hochstadt, Maintal (63477),1.500.000 10.294,5 Zimmer,"145,7 m²",1.400 m² Grundstuck,https://www.immowelt.de/expose/47b6e96a-ddbc-485b-bebc-9a99106fd9f7,3371,"Hochstadt,  Maintal (63477)",87
Herber-Belser-Ring 8, Maintal (63477),460.000 4.593,3 Zimmer,"100,2 m²",1. Geschoss,https://www.immowelt.de/projekte/expose/k2hq732,3371,"Herber-Belser-Ring 8,  Maintal (63477)",0
Hochstadt, Maintal (63477),1.500.000 10.294,5 Zimmer,"145,7 m²",1.400 m² Grundstuck,https://www.immowelt.de/expose/edef2508-6ef2-49ea-bdb5-87f4364d4a0a,3371,"Hochstadt,  Maintal (63477)",87
Hochstadt, Maintal (63477),1.900.000 6.786,10 Zimmer,280 m²,1.400 m² Grundstuck,https://www.immowelt.de/expose/9e56a4ea-de88-41be-b9a2-2f657ae05504,3371,"Hochstadt,  Maintal (63477)",87
DÃ¶rnigheim, Maintal (63477),496.000 3.594,5 Zimmer,138 m²,332 m² Grundstuck,https://www.immowelt.de/expose/fdb75883-7326-43c6-90ad-27ec6ee7f4eb,3371,"DÃ¶rnigheim,  Maintal (63477)",0
WaldstraÃŸe 30 A, Maintal (63477),374.000 5.268,2 Zimmer,71 m²,Unknown,https://www.immowelt.de/expose/80ebe64b-3b3b-45cc-88fa-95f1c7ecef08,3371,"WaldstraÃŸe 30 A,  Maintal (63477)",0
DÃ¶rnigheim, Maintal (63477),399.000 4.433,5 Zimmer,90 m²,167 m² Grundstuck,https://www.immowelt.de/expose/40dc482b-98a8-4fd0-99ff-d06eafd86bf3,3371,"DÃ¶rnigheim,  Maintal (63477)",0
DÃ¶rnigheim, Maintal (63477),210.000 2.826,3 Zimmer,"74,3 m²",6. Geschoss,https://www.immowelt.de/expose/7f23f1c0-1bb3-494e-90d2-b9ec7331f6c1,3371,"DÃ¶rnigheim,  Maintal (63477)",0
Herbert-Belser-Ring 8, Maintal (63477),459.000 4.647,3 Zimmer,"98,8 m²",1. Geschoss,https://www.immowelt.de/projekte/expose/k2hq732,3371,"Herbert-Belser-Ring 8,  Maintal (63477)",142
Herber-Belser-Ring, Maintal (63477),395.000 4.925,2 Zimmer,"80,2 m²",1. Geschoss,https://www.immowelt.de/projekte/expose/k2hq732,3371,"Herber-Belser-Ring,  Maintal (63477)",0
DÃ¶rnigheim, Maintal (63477),985.000 2.213,20 Zimmer,445 m²,853 m² Grundstuck,https://www.immowelt.de/expose/4d93f737-31ae-4e76-9fbd-177e5cbeeeaf,3371,"DÃ¶rnigheim,  Maintal (63477)",0
Herber-Belser-Ring, Maintal (63477),524.000 4.540,4 Zimmer,"115,4 m²",EG,https://www.immowelt.de/projekte/expose/k2hq732,3371,"Herber-Belser-Ring,  Maintal (63477)",0
Herber-Belser-Ring, Maintal (63477),315.000 4.410,2 Zimmer,"71,4 m²",1. Geschoss,https://www.immowelt.de/projekte/expose/k2hq732,3371,"Herber-Belser-Ring,  Maintal (63477)",0
Herber-Belser-Ring, Maintal (63477),465.000 4.159,4 Zimmer,"111,8 m²",1. Geschoss,https://www.immowelt.de/projekte/expose/k2hq732,3371,"Herber-Belser-Ring,  Maintal (63477)",0
WaldstraÃŸe 30 A, Maintal (63477),649.000 4.916,4 Zimmer,132 m²,2. Geschoss,https://www.immowelt.de/expose/2b084965-44bc-4d53-a1c9-50adf5d61a3b,3371,"WaldstraÃŸe 30 A,  Maintal (63477)",0
Bischofsheim, Maintal (63477),910.000 6.408,5 Zimmer,142 m²,410 m² Grundstuck,https://www.immowelt.de/expose/63a0ab5f-fae1-47de-9590-8694f5d145b7,3371,"Bischofsheim,  Maintal (63477)",251
Bischofsheim, Maintal (63477),344.000 3.099,4 Zimmer,111 m²,4. Geschoss,https://www.immowelt.de/expose/64d257d0-98f5-487d-9287-320f480a90cf,3371,"Bischofsheim,  Maintal (63477)",251
Bischofsheim, Maintal (63477),599.990 4.545,4 Zimmer,132 m²,397 m² Grundstuck,https://www.immowelt.de/expose/79c7e050-e986-432a-aaca-7e9e5595507e,3371,"Bischofsheim,  Maintal (63477)",251
Bischofsheim, Maintal (63477),629.990 4.286,6 Zimmer,147 m²,297 m² Grundstuck,https://www.immowelt.de/expose/9975f6b1-00f0-4ed1-a875-b9bafd888ec2,3371,"Bischofsheim,  Maintal (63477)",251
DÃ¶rnigheim, Maintal (63477),789.990 5.302,5 Zimmer,149 m²,499 m² Grundstuck,https://www.immowelt.de/expose/ac92e28b-a194-4823-ab96-30dbdc31b417,3371,"DÃ¶rnigheim,  Maintal (63477)",0
Hochstadt, Maintal (63477),720.000 4.966,5 Zimmer,145 m²,340 m² Grundstuck,https://www.immowelt.de/expose/f6bb9284-873c-4856-8f74-408c9a3de788,3371,"Hochstadt,  Maintal (63477)",87
DÃ¶rnigheim, Maintal (63477),1.175.000 2.798,12 Zimmer,420 m²,743 m² Grundstuck,https://www.immowelt.de/expose/6a485057-19cd-4e45-a118-9fcd3501e7bc,3371,"DÃ¶rnigheim,  Maintal (63477)",0
DÃ¶rnigheim, Maintal (63477),1.175.000 2.798,420 m²,743 m² Grundstuck,Unknown,https://www.immowelt.de/expose/d4e481d1-58d8-409f-baf0-6b946330fc0b,3371,"DÃ¶rnigheim,  Maintal (63477)",0
Albert-Schweitzer-Str. 31, Maintal (63477),225.000 3.082,3 Zimmer,73 m²,3. Geschoss,https://www.immowelt.de/expose/27924d22-ed8e-4f4f-ae8f-338f8cd34db9,3371,"Albert-Schweitzer-Str. 31,  Maintal (63477)",204
Wachenbuchen, Maintal (63477),595.000 3.167,"5,5 Zimmer","187,9 m²",377 m² Grundstuck,https://www.immowelt.de/expose/c11a83fc-312a-4645-b640-e185a352e331,3371,"Wachenbuchen,  Maintal (63477)",58
DÃ¶rnigheim, Maintal (63477),630.000 2.763,7 Zimmer,228 m²,576 m² Grundstuck,https://www.immowelt.de/expose/359eff0a-d510-4724-b7a9-cd05ea8a7092,3371,"DÃ¶rnigheim,  Maintal (63477)",0
DÃ¶rnigheim, Maintal / DÃ¶rnigheim (63477),225.000 2.586,4 Zimmer,87 m²,6. Geschoss,https://www.immowelt.de/expose/bd610488-0389-4f21-a238-88650724b2c3,3371,"DÃ¶rnigheim,  Maintal / DÃ¶rnigheim (63477)",0
Bischofsheim, Maintal (63477),285.000 2.889,5 Zimmer,"98,6 m²",frei ab 31.12.2024,https://www.immowelt.de/expose/a7f325df-f79e-4f5e-9dab-2db3edfcc89d,3371,"Bischofsheim,  Maintal (63477)",251
Sudring 14, Maintal (63477),283.000 3.027,3 Zimmer,"93,5 m²",EG,https://www.immowelt.de/expose/524ce972-3b43-4925-ac77-ed1a9f49a0a2,3371,"Sudring 14,  Maintal (63477)",153
Bischofsheim, Maintal (63477),499.000 4.090,4 Zimmer,122 m²,296 m² Grundstuck,https://www.immowelt.de/expose/01d4e17f-71ef-4da7-abcc-eb3bdbe07b0f,3371,"Bischofsheim,  Maintal (63477)",251
DÃ¶rnigheim, Maintal / DÃ¶rnigheim (63477),5.125.000 5.125.000,1 Zimmer,1 m²,5.127 m² Grundstuck,https://www.immowelt.de/expose/1caf3eb8-2804-4495-a0d7-ed22602c1b1c,3371,"DÃ¶rnigheim,  Maintal / DÃ¶rnigheim (63477)",0
Hochstadt, Maintal (63477),345.000 2.717,"4,5 Zimmer",127 m²,10. Geschoss,https://www.immowelt.de/expose/b9be085b-6beb-4061-8799-72389efc0e85,3371,"Hochstadt,  Maintal (63477)",87
Am Kreuzstein 51, Maintal (63477),159.000 2.650,2 Zimmer,60 m²,7. Geschoss,https://www.immowelt.de/expose/785a2eb6-3533-4bb0-83d1-03b6fee60d3a,3371,"Am Kreuzstein 51,  Maintal (63477)",295
Bischofsheim, Maintal (63477),290.000 2.283,"4,5 Zimmer",127 m²,9. Geschoss,https://www.immowelt.de/expose/01def1db-4736-41e6-a41f-f81f648d4402,3371,"Bischofsheim,  Maintal (63477)",251
Bischofsheim, Maintal (63477),399.000 3.773,4 Zimmer,110 m²,2. Geschoss,https://www.immowelt.de/expose/de8fd1ef-6629-4c5c-af06-2cf3d81b2da0,3371,"Bischofsheim,  Maintal (63477)",251
DÃ¶rnigheim, Maintal-DÃ¶rnigheim (63477),440.000 3.729,3 Zimmer,118 m²,296 m² Grundstuck,https://www.immowelt.de/expose/b0f8d4bf-562d-424c-979f-3ea7c366a44e,3371,"DÃ¶rnigheim,  Maintal-DÃ¶rnigheim (63477)",0
DÃ¶rnigheim, Maintal (63477),349.000 4.363,4 Zimmer,80 m²,131 m² Grundstuck,https://www.immowelt.de/expose/ebf5a120-374b-4076-99c3-66abdaeeb629,3371,"DÃ¶rnigheim,  Maintal (63477)",0
DÃ¶rnigheim, Maintal (63477),798.000 2.945,10 Zimmer,271 m²,831 m² Grundstuck,https://www.immowelt.de/expose/0b7d8b75-7ac4-46ba-a090-96097d470ca0,3371,"DÃ¶rnigheim,  Maintal (63477)",0
Hochstadt, Maintal (63477),298.000 3.506,4 Zimmer,85 m²,2. Geschoss,https://www.immowelt.de/expose/2130c589-3c1b-498e-b289-2d4202f96248,3371,"Hochstadt,  Maintal (63477)",87
Hermann-LÃ¶ns-StraÃŸe 9, Maintal (63477),259.000 2.726,4 Zimmer,95 m²,12. Geschoss,https://www.immowelt.de/expose/65f4e0d9-4215-4e17-bad6-fbc17f856a9b,3371,"Hermann-LÃ¶ns-StraÃŸe 9,  Maintal (63477)",0
Hochstadt, Maintal / Hochstadt (63477),210.000 2.471,4 Zimmer,85 m²,EG,https://www.immowelt.de/expose/6dfc3904-4391-4f03-be3f-2513f631ea8a,3371,"Hochstadt,  Maintal / Hochstadt (63477)",33
DÃ¶rnigheim, Maintal (63477),280.000 3.415,3 Zimmer,82 m²,1. Geschoss,https://www.immowelt.de/expose/69ed8dee-dfb2-42d8-88a9-759f6a8356dc,3371,"DÃ¶rnigheim,  Maintal (63477)",0
Wachenbuchen, Maintal (63477),300.000 2.571,5 Zimmer,"116,7 m²",3. Geschoss,https://www.immowelt.de/expose/cc870761-9361-429c-a141-65b23e7ac03c,3371,"Wachenbuchen,  Maintal (63477)",58
Hochstadt, Maintal (63477),670.000 2.170,11 Zimmer,"308,7 m²",798 m² Grundstuck,https://www.immowelt.de/expose/1ba0c827-122f-4797-9304-02a561f153b4,3371,"Hochstadt,  Maintal (63477)",87
Bischofsheim, Maintal / Bischofsheim (63477),210.000 3.322,3 Zimmer,"63,2 m²",7. Geschoss,https://www.immowelt.de/expose/aac4b076-8f4c-49ef-8c75-8d92575affbc,3371,"Bischofsheim,  Maintal / Bischofsheim (63477)",84
Bischofsheim, Maintal (63477),790.000 2.469,10 Zimmer,320 m²,398 m² Grundstuck,https://www.immowelt.de/expose/91a41f0b-6247-4d8c-9b23-af2b60b3d132,3371,"Bischofsheim,  Maintal (63477)",251
Bischofsheim, Maintal / Bischofsheim (63477),225.000 2.473,3 Zimmer,91 m²,14. Geschoss,https://www.immowelt.de/expose/2667baac-612b-4a3d-8d88-741a99efc239,3371,"Bischofsheim,  Maintal / Bischofsheim (63477)",84
Bischofsheim, Maintal / Bischofsheim (63477),489.000 3.349,7 Zimmer,146 m²,201 m² Grundstuck,https://www.immowelt.de/expose/afa2af8d-8a35-44fc-83f1-cd4b2d45b2f0,3371,"Bischofsheim,  Maintal / Bischofsheim (63477)",84
DÃ¶rnigheim, Maintal / DÃ¶rnigheim (63477),125.000 3.894,1 Zimmer,"32,1 m²",4. Geschoss,https://www.immowelt.de/expose/a060d936-a809-47b7-84ae-7eb2047b7535,3371,"DÃ¶rnigheim,  Maintal / DÃ¶rnigheim (63477)",0
Bischofsheim, Maintal (63477),632.300 2.679,"4,5 Zimmer","107,3 m²",236 m² Grundstuck,https://www.immowelt.de/expose/c9147f33-0be2-4e60-9eec-8cf0c03547d3,3371,"Bischofsheim,  Maintal (63477)",251
Bischofsheim, Maintal (63477),612.300 3.875,"4,5 Zimmer","107,3 m²",158 m² Grundstuck,https://www.immowelt.de/expose/63186b09-980d-442f-9b53-cb920cba5908,3371,"Bischofsheim,  Maintal (63477)",251
Bischofsheim, Maintal (63477),627.200 3.636,5 Zimmer,"121,2 m²","172,5 m² Grundstuck",https://www.immowelt.de/expose/bb272849-0c67-4667-9b51-dc6e281fe318,3371,"Bischofsheim,  Maintal (63477)",251
Bischofsheim, Maintal (63477),632.300 2.785,4 Zimmer,"107,3 m²",227 m² Grundstuck,https://www.immowelt.de/expose/483b83d3-7eee-4df8-aba3-af4a407faef9,3371,"Bischofsheim,  Maintal (63477)",251
DÃ¶rnigheim, Maintal / DÃ¶rnigheim (63477),259.000 3.408,3 Zimmer,76 m²,9. Geschoss,https://www.immowelt.de/expose/cfa00e3c-f320-4ef4-b0e5-dbcbb5627efc,3371,"DÃ¶rnigheim,  Maintal / DÃ¶rnigheim (63477)",0
Wachenbuchen, Maintal (63477),946.719 4.864,6 Zimmer,"194,6 m²",840 m² Grundstuck,https://www.immowelt.de/expose/ec01faab-2f16-44ee-a761-ae26d314a2b1,3371,"Wachenbuchen,  Maintal (63477)",58
Muhlheim, Muhlheim am Main (63165),349.000 3.640,4 Zimmer,"95,9 m²",EG,https://www.immowelt.de/expose/309cb404-d19f-4c61-a3c4-c710798243e8,3371,"Muhlheim,  Muhlheim am Main (63165)",226
