Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL,city_id,full_address,score
Epe, Gronau (48599),289.000 2.408,5 Zimmer,120 m²,348 m² Grundstuck,https://www.immowelt.de/expose/c171a683-ff71-49bb-a84d-6b2d31169c75,3146,"Epe,  Gronau (48599)",247
Epe, Gronau (48599),270.000 1.677,6 Zimmer,161 m²,352 m² Grundstuck,https://www.immowelt.de/expose/49f49825-7782-4905-beb7-04aaf2063079,3146,"Epe,  Gronau (48599)",247
Gronau, Gronau (Westfalen) (48599),550.000 2.145,11 Zimmer,310 m²,1.254 m² Grundstuck,https://www.immowelt.de/expose/7f2b1fde-b9d7-46e2-a8a5-e10ebd8d89b4,3146,"Gronau,  Gronau (Westfalen) (48599)",284
Epe, Gronau (Westfalen) (48599),342.660 3.808,3 Zimmer,90 m²,Unknown,https://www.immowelt.de/expose/78d390f1-b307-4346-bb7d-2421df207d45,3146,"Epe,  Gronau (Westfalen) (48599)",247
Epe, Gronau (Westfalen) (48599),292.690 3.812,3 Zimmer,"76,8 m²",Unknown,https://www.immowelt.de/expose/819332fe-45f5-4a92-b87c-c4ab2e78b85e,3146,"Epe,  Gronau (Westfalen) (48599)",247
Epe, Gronau (Westfalen) (48599),385.130 3.812,4 Zimmer,101 m²,1. Geschoss,https://www.immowelt.de/expose/7b52f0e8-60a9-492b-8d54-1223e4bebdc5,3146,"Epe,  Gronau (Westfalen) (48599)",247
Epe, Gronau (Westfalen) (48599),469.450 3.812,4 Zimmer,"123,2 m²",1. Geschoss,https://www.immowelt.de/expose/92ea25ae-5b49-44f1-bbf2-b24433d35bbe,3146,"Epe,  Gronau (Westfalen) (48599)",247
Epe, Gronau (Westfalen) (48599),385.130 3.812,4 Zimmer,101 m²,2. Geschoss,https://www.immowelt.de/expose/ce3559e2-00e3-4d87-8803-8d9e4f4e6c18,3146,"Epe,  Gronau (Westfalen) (48599)",247
Gronau, Gronau (Westfalen) (48599),1.199.000 3.947,6 Zimmer,"303,8 m²",682 m² Grundstuck,https://www.immowelt.de/expose/f08a7f20-456f-4b4f-9138-2078036a10ef,3146,"Gronau,  Gronau (Westfalen) (48599)",284
Epe, Gronau (Westfalen) (48599),282.660 3.812,3 Zimmer,"74,2 m²",EG,https://www.immowelt.de/expose/ad63c95b-3a38-4b14-a5b0-d21805a7f9e6,3146,"Epe,  Gronau (Westfalen) (48599)",247
