Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL,city_id,full_address,score
Quendelweg 6, Erlangen (91052),1.625.000 7.065,7 Zimmer,230 m²,483 m² Grundstuck,https://www.immowelt.de/expose/51248675-5650-4b4c-bb4f-1f0e113a1219,1585,"Quendelweg 6,  Erlangen (91052)",202
Burgberg, Erlangen (91054),1.926.000 10.700,5 Zimmer,180 m²,555 m² Grundstuck,https://www.immowelt.de/expose/846227e6-32b1-4b71-8bde-b32ffe1f9552,1585,"Burgberg,  Erlangen (91054)",174
Burgberg, Erlangen (91054),2.244.000 10.437,6 Zimmer,215 m²,667 m² Grundstuck,https://www.immowelt.de/expose/d971212a-e203-4a45-a6b9-c17af97667d8,1585,"Burgberg,  Erlangen (91054)",174
RÃ¶thelheim, Erlangen (91052),2.836.000 6.998,"14,5 Zimmer","405,3 m²",713 m² Grundstuck,https://www.immowelt.de/expose/4c6d664d-2386-4361-bcda-7d9535944a23,1585,"RÃ¶thelheim,  Erlangen (91052)",0
Frauenaurach, Erlangen (91056),475.000 3.519,8 Zimmer,135 m²,324 m² Grundstuck,https://www.immowelt.de/expose/df62d4d1-866d-4ebf-94fb-8ee8766d211f,1585,"Frauenaurach,  Erlangen (91056)",169
Buchenbach - Dorf, Erlangen (91056),307.000 3.744,4 Zimmer,82 m²,3. Geschoss,https://www.immowelt.de/expose/ba6010db-f6d4-4439-8279-4b64e152a05c,1585,"Buchenbach - Dorf,  Erlangen (91056)",214
Frauenaurach, Erlangen (91056),134.000 3.268,1 Zimmer,41 m²,EG,https://www.immowelt.de/expose/b9e44d9a-f557-409d-b203-7a34edae7759,1585,"Frauenaurach,  Erlangen (91056)",169
Tennenlohe, Erlangen (91058),369.000 3.265,4 Zimmer,113 m²,2. Geschoss,https://www.immowelt.de/expose/22f96bbb-b1e5-4e0c-a751-f96d4dfad39a,1585,"Tennenlohe,  Erlangen (91058)",118
Frauenaurach, Erlangen (91056),360.000 3.529,4 Zimmer,102 m²,1. Geschoss,https://www.immowelt.de/expose/77a94de1-2283-44e8-b8ad-0a7cb559eb78,1585,"Frauenaurach,  Erlangen (91056)",169
Waldhufe, Erlangen (91056),519.900 4.585,4 Zimmer,"113,4 m²",158 m² Grundstuck,https://www.immowelt.de/expose/3d09d089-5a83-468a-b543-8323545f4b2d,1585,"Waldhufe,  Erlangen (91056)",0
Bierlach, Erlangen (91058),321.000 3.567,4 Zimmer,90 m²,Unknown,https://www.immowelt.de/expose/a4226d0a-e392-4252-81b3-0f5cdf4587e0,1585,"Bierlach,  Erlangen (91058)",108
Heiligenloh, Erlangen (91056),799.000 4.994,6 Zimmer,160 m²,778 m² Grundstuck,https://www.immowelt.de/expose/19e716ac-307e-4805-bdc5-cf347368f5dc,1585,"Heiligenloh,  Erlangen (91056)",41
Frauenaurach, Erlangen (91056),135.000 3.000,1 Zimmer,45 m²,2. Geschoss,https://www.immowelt.de/expose/32504e2f-3575-488b-b0b4-1922da72aab0,1585,"Frauenaurach,  Erlangen (91056)",169
Sankt Johann 6, Erlangen (91056),249.000 3.332,"2,5 Zimmer","74,7 m²",13. Geschoss,https://www.immowelt.de/expose/8fa1efbf-67ea-496e-a7e9-8b40cbdf0efa,1585,"Sankt Johann 6,  Erlangen (91056)",106
TaunusstraÃŸe 65, Erlangen (91056),260.000 4.262,2 Zimmer,61 m²,Unknown,https://www.immowelt.de/expose/d063a909-7a92-4954-8ab3-a6a4bc2f960f,1585,"TaunusstraÃŸe 65,  Erlangen (91056)",0
Reitersbergstrasse, Erlangen (91056),826.000 5.942,5 Zimmer,139 m²,304 m² Grundstuck,https://www.immowelt.de/expose/d17f162d-5232-4372-9210-59a79f981185,1585,"Reitersbergstrasse,  Erlangen (91056)",13
Heiligenloh, Erlangen (91056),839.000 5.243,6 Zimmer,160 m²,707 m² Grundstuck,https://www.immowelt.de/expose/af4cb415-0660-439a-9823-ba8d7fabae6f,1585,"Heiligenloh,  Erlangen (91056)",41
Schobertweg 38, Erlangen (91056),539.000 4.492,5 Zimmer,120 m²,1. Geschoss,https://www.immowelt.de/expose/f87dca29-92fc-4d95-86dd-38f9625652d0,1585,"Schobertweg 38,  Erlangen (91056)",113
Dechsendorf - Ost, Erlangen (91056),995.000 6.815,6 Zimmer,146 m²,243 m² Grundstuck,https://www.immowelt.de/expose/e4020d6b-3b10-44b7-8b87-37941d2404cc,1585,"Dechsendorf - Ost,  Erlangen (91056)",0
Dechsendorf - Ost, Erlangen (91056),918.000 6.288,6 Zimmer,146 m²,195 m² Grundstuck,https://www.immowelt.de/expose/4d53204a-68b4-4521-921f-21aac99879bb,1585,"Dechsendorf - Ost,  Erlangen (91056)",0
Dechsendorf - Ost, Erlangen (91056),918.000 6.288,6 Zimmer,146 m²,196 m² Grundstuck,https://www.immowelt.de/expose/3c46ddc1-e942-4748-9551-c5400c2b2018,1585,"Dechsendorf - Ost,  Erlangen (91056)",0
Dechsendorf - Ost, Erlangen (91056),965.000 6.610,6 Zimmer,146 m²,197 m² Grundstuck,https://www.immowelt.de/expose/2c51bac6-d275-4718-947a-f605e810692a,1585,"Dechsendorf - Ost,  Erlangen (91056)",0
Burgberg, Erlangen (91054),Preis auf Anfrage,5 Zimmer,176 m²,737 m² Grundstuck,https://www.immowelt.de/expose/6e05deca-9e8c-49d1-9177-c7a536388c63,1585,"Burgberg,  Erlangen (91054)",174
RÃ¶thelheim, Erlangen (91052),1.070.000 7.483,5 Zimmer,143 m²,648 m² Grundstuck,https://www.immowelt.de/expose/d9792a5a-628f-48c9-9e98-5019136751d2,1585,"RÃ¶thelheim,  Erlangen (91052)",0
Webichgasse 8, Erlangen (91052),737.930 4.500,5 Zimmer,164 m²,320 m² Grundstuck,https://www.immowelt.de/expose/1ed4d8f5-4b5d-4035-8bb0-7742f17ca668,1585,"Webichgasse 8,  Erlangen (91052)",126
Burgberg, Erlangen (91054),1495000,950 m² Grundstuck,Unknown,Unknown,https://www.immowelt.de/expose/bf19dc2f-71b5-4744-9049-32c5aaeb1980,1585,"Burgberg,  Erlangen (91054)",174
Sieglitzhof, Erlangen (91054),399.000 6.234,3 Zimmer,64 m²,2. Geschoss,https://www.immowelt.de/expose/0282f107-fc28-4e47-957d-f42808da1233,1585,"Sieglitzhof,  Erlangen (91054)",148
Tennenlohe, Erlangen (91058),1.336.000 3.078,9 Zimmer,434 m²,573 m² Grundstuck,https://www.immowelt.de/expose/481d66c1-0182-41fa-bc18-3faf41de1e0f,1585,"Tennenlohe,  Erlangen (91058)",118
Bachfeld, Erlangen (91058),495.000 5.500,3 Zimmer,90 m²,Unknown,https://www.immowelt.de/expose/325a3f00-b772-4814-b010-bd911e815b2f,1585,"Bachfeld,  Erlangen (91058)",154
Steinforst, Erlangen (91056),790.000 6.752,5 Zimmer,117 m²,482 m² Grundstuck,https://www.immowelt.de/expose/03c9a857-d12a-491f-9e5b-227e4e08cdfc,1585,"Steinforst,  Erlangen (91056)",111
Burgberg, Erlangen (91054),2.820.000 11.701,6 Zimmer,241 m²,1.886 m² Grundstuck,https://www.immowelt.de/expose/d522c093-d39f-4c6d-81f4-0d021aaa22af,1585,"Burgberg,  Erlangen (91054)",174
Anger, Erlangen (91052),1.764.000 1.696,1.040 m²,1.357 m² Grundstuck,teilbar ab 1.040 m²,https://www.immowelt.de/expose/de11466e-f3ac-40d2-91bd-6bf2b459b9a5,1585,"Anger,  Erlangen (91052)",181
GebbertstraÃŸe 38, Erlangen (91052),209.000 6.967,1 Zimmer,30 m²,Unknown,https://www.immowelt.de/expose/5cabb055-fb38-4f5e-b606-0eb32bb9ef95,1585,"GebbertstraÃŸe 38,  Erlangen (91052)",0
Anger, Erlangen (91052),755.000 4.441,7 Zimmer,170 m²,1.142 m² Grundstuck,https://www.immowelt.de/expose/fb5ad134-03cf-4f47-973d-88464dce1ef7,1585,"Anger,  Erlangen (91052)",181
Eltersdorf, Erlangen (91056),246.000 4.528,2 Zimmer,"54,3 m²",EG,https://www.immowelt.de/expose/86d78d19-bc10-46e1-8837-bc2876a1961b,1585,"Eltersdorf,  Erlangen (91056)",121
Bierlach, Erlangen (91058),659.000 3.512,"6,5 Zimmer","187,6 m²",343 m² Grundstuck,https://www.immowelt.de/expose/8ccece71-785f-4c18-9d8d-0a1e07622290,1585,"Bierlach,  Erlangen (91058)",108
Eltersdorf, Erlangen (91058),246.000 4.528,2 Zimmer,"54,3 m²",EG,https://www.immowelt.de/expose/5bb81d3a-33af-4d93-9bcc-5cf5b13127ec,1585,"Eltersdorf,  Erlangen (91058)",121
Kriegenbrunn, Erlangen (91056),875.000 6.119,8 Zimmer,143 m²,977 m² Grundstuck,https://www.immowelt.de/expose/3367dfdd-7c70-49f0-9031-5d72d769ced4,1585,"Kriegenbrunn,  Erlangen (91056)",64
Heiligenloh, Erlangen (91056),895.000 6.992,6 Zimmer,128 m²,766 m² Grundstuck,https://www.immowelt.de/expose/fe4cbb66-9fb3-4bf5-8beb-9aa47fd7ee2b,1585,"Heiligenloh,  Erlangen (91056)",41
Frauenaurach, Erlangen (91056),360.000 3.529,4 Zimmer,102 m²,Unknown,https://www.immowelt.de/expose/741ce1ca-166b-4c99-82c9-c1bbd35d98e9,1585,"Frauenaurach,  Erlangen (91056)",169
Webichgasse 8, Erlangen (91052),786.610 5.700,4 Zimmer,138 m²,412 m² Grundstuck,https://www.immowelt.de/expose/55f30e4d-e15c-4974-ac31-4ddc55b53915,1585,"Webichgasse 8,  Erlangen (91052)",126
