Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL,city_id,full_address,score
Buderich, Meerbusch-Buderich (40667),2.690.000 4.050,24 Zimmer,"664,2 m²",1.371 m² Grundstuck,https://www.immowelt.de/expose/576b122c-1c72-48e0-8786-73bb9abd1701,2195,"Buderich,  Meerbusch-Buderich (40667)",205
Am Hoterhof 33, Meerbusch (40670),1.040.000 6.624,4 Zimmer,157 m²,EG,https://www.immowelt.de/expose/2bd8f45a-83a4-4d81-a499-f1f467fb1f5a,2195,"Am Hoterhof 33,  Meerbusch (40670)",172
Buderich, Meerbusch (40667),975.000 3.750,8 Zimmer,260 m²,655 m² Grundstuck,https://www.immowelt.de/expose/5abd9bd1-49a0-4536-bc3b-c15183cbd739,2195,"Buderich,  Meerbusch (40667)",126
Buderich, Meerbusch (40667),465.000 3.875,5 Zimmer,120 m²,382 m² Grundstuck,https://www.immowelt.de/expose/0ce9a19d-0136-41c0-a312-41ed0ebe1511,2195,"Buderich,  Meerbusch (40667)",126
Buderich, Meerbusch (40667),650.000 5.909,3 Zimmer,110 m²,EG,https://www.immowelt.de/expose/f978f55e-e53e-4024-9113-ab07e365aa8d,2195,"Buderich,  Meerbusch (40667)",126
Buderich, Meerbusch (40667),200.000 3.309,2 Zimmer,"60,4 m²",Unknown,https://www.immowelt.de/expose/2bee8ecc-84aa-40f1-8e6c-4a20b5effd95,2195,"Buderich,  Meerbusch (40667)",126
Osterath, Meerbusch (40670),727.650 4.492,4 Zimmer,162 m²,242 m² Grundstuck,https://www.immowelt.de/expose/009d9bae-e6ae-4854-a28a-ad171d15ea19,2195,"Osterath,  Meerbusch (40670)",217
Ossum - BÃ¶singhoven, Meerbusch / BÃ¶singhoven (40668),659.000 4.393,6 Zimmer,150 m²,1.100 m² Grundstuck,https://www.immowelt.de/expose/d9d08f64-8691-4b6f-81dd-23ecefe73396,2195,"Ossum - BÃ¶singhoven,  Meerbusch / BÃ¶singhoven (40668)",0
Buderich, Meerbusch (40667),3.190.000 7.419,13 Zimmer,430 m²,2.545 m² Grundstuck,https://www.immowelt.de/expose/9bc4bf18-7c0e-4900-82bc-c67771a794e8,2195,"Buderich,  Meerbusch (40667)",126
Buderich, Meerbusch (40667),1.790.000 4.163,13 Zimmer,430 m²,1.545 m² Grundstuck,https://www.immowelt.de/expose/300b983f-2630-4ede-9869-9f360e7ccd1c,2195,"Buderich,  Meerbusch (40667)",126
Buderich, Meerbusch (40667),200.000 3.309,2 Zimmer,"60,4 m²",Unknown,https://www.immowelt.de/expose/b81edbfa-821d-4db1-9d92-9c4eea7de41d,2195,"Buderich,  Meerbusch (40667)",126
Buderich, Meerbusch (40667),3.350.000 9.306,11 Zimmer,360 m²,1.500 m² Grundstuck,https://www.immowelt.de/expose/a41868a0-fe30-4032-960d-11458d152600,2195,"Buderich,  Meerbusch (40667)",126
Langst - Kierst, Meerbusch (40668),435.900 2.382,5 Zimmer,183 m²,Unknown,https://www.immowelt.de/expose/f611d26c-e576-4ced-bafe-debe54d67227,2195,"Langst - Kierst,  Meerbusch (40668)",16
Langst - Kierst, Meerbusch (40668),484.900 2.585,6 Zimmer,"187,6 m²",Unknown,https://www.immowelt.de/expose/b364791c-e36c-4f89-9552-f85e44f2066b,2195,"Langst - Kierst,  Meerbusch (40668)",16
Langst - Kierst, Meerbusch (40668),400.800 2.690,4 Zimmer,149 m²,Unknown,https://www.immowelt.de/expose/b288ca9d-e14b-49d3-832c-5c2934d5ba68,2195,"Langst - Kierst,  Meerbusch (40668)",16
Ilverich, Meerbusch (40670),1.749.000 6.779,9 Zimmer,"290,9 m²",870 m² Grundstuck,https://www.immowelt.de/expose/e6ab945b-7f5f-4d69-b75a-685699acaa4a,2195,"Ilverich,  Meerbusch (40670)",16
