Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL,city_id,full_address,score
Nienstedten, Hamburg (22587),645.000 5.246,4 Zimmer,123 m²,1. Geschoss,https://www.immowelt.de/expose/4589a76b-c695-45c9-8271-5f2a49f378ec,5521,"Nienstedten,  Hamburg (22587)",111
Winterhude, Hamburg Winterhude (22299),8.050.000 8.750,920 m²,Unknown,Unknown,https://www.immowelt.de/expose/12fa2508-88b6-427c-a8ec-9d4d1a3ddda7,5521,"Winterhude,  Hamburg Winterhude (22299)",0
Rahlstedt, Hamburg (22147),380.000 3.551,4 Zimmer,107 m²,184 m² Grundstuck,https://www.immowelt.de/expose/11bfa6c1-5a92-49aa-86bd-a3754ca4eef7,5521,"Rahlstedt,  Hamburg (22147)",389
Rahlstedt, Hamburg (22145),850.000 4.971,5 Zimmer,171 m²,691 m² Grundstuck,https://www.immowelt.de/expose/fbd466a0-bdc3-43e6-bcf7-f551fe4e91ba,5521,"Rahlstedt,  Hamburg (22145)",0
Eidelstedt, Hamburg-Eidelstedt (22523),849.000 2.928,290 m²,452 m² Grundstuck,Unknown,https://www.immowelt.de/expose/6cbb49e2-b198-4fa5-a954-f76129866559,5521,"Eidelstedt,  Hamburg-Eidelstedt (22523)",0
Osdorf, Hamburg (22587),299.000 4.861,"2,5 Zimmer","61,5 m²",2. Geschoss,https://www.immowelt.de/expose/3a8730a2-19fb-4c14-b574-22afb4c1c62b,5521,"Osdorf,  Hamburg (22587)",0
Marienthal, Hamburg (22043),1.790.000 6.416,12 Zimmer,279 m²,657 m² Grundstuck,https://www.immowelt.de/expose/82f2f535-b1ff-4b02-9021-531cf8043e64,5521,"Marienthal,  Hamburg (22043)",0
St.Georg, Hamburg (20099),755.000 8.499,2 Zimmer,"88,8 m²",1. Geschoss,https://www.immowelt.de/expose/a1f08adf-6a7d-4269-b369-3af868e22270,5521,"St.Georg,  Hamburg (20099)",0
Altona - Nord, Hamburg Altona-Altstadt (22769),899.000 7.135,3 Zimmer,126 m²,Unknown,https://www.immowelt.de/expose/585e9c3d-b8b8-455d-8fea-225e8cf9724b,5521,"Altona - Nord,  Hamburg Altona-Altstadt (22769)",1018
Niendorf, Hamburg (22459),199.785 3.304,3 Zimmer,"60,5 m²",EG,https://www.immowelt.de/expose/140f0da2-6d3d-4d3d-bd8f-7cc8f4b4015b,5521,"Niendorf,  Hamburg (22459)",102
