Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL,city_id,full_address,score
MueÃŸ, Schwerin (19063),119.500 2.213,2 Zimmer,54 m²,2. Geschoss,https://www.immowelt.de/expose/d3939f31-4f1c-4ca0-ad81-b5a9ac6ad568,397,"MueÃŸ,  Schwerin (19063)",0
Friedrichsthal, Schwerin (19057),110.000 1.774,2 Zimmer,62 m²,Unknown,https://www.immowelt.de/expose/ac5ed178-da13-4ee5-8bf0-4c05fae99622,397,"Friedrichsthal,  Schwerin (19057)",72
Holzhof 34-38, Schwerin (19055),295.000 3.512,3 Zimmer,84 m²,1. Geschoss,https://www.immowelt.de/expose/8a314eef-cb00-4518-9357-ee5dac0a5cdf,397,"Holzhof 34-38,  Schwerin (19055)",186
Holzhof 34-38, Schwerin (19055),285.000 3.393,3 Zimmer,84 m²,EG,https://www.immowelt.de/expose/9e60dd61-5f81-4c57-b4e3-af6acdef706e,397,"Holzhof 34-38,  Schwerin (19055)",186
Holzhof 34-38, Schwerin (19055),285.000 3.393,3 Zimmer,84 m²,1. Geschoss,https://www.immowelt.de/expose/fbe6a00d-e769-4c67-a354-9afb99869288,397,"Holzhof 34-38,  Schwerin (19055)",186
Holzhof 34-38, Schwerin (19055),310.000 3.690,3 Zimmer,84 m²,2. Geschoss,https://www.immowelt.de/expose/fdbe1e51-30be-4172-a4e1-be738c2a6b3f,397,"Holzhof 34-38,  Schwerin (19055)",186
Holzhof 34-38, Schwerin (19055),275.000 3.274,3 Zimmer,84 m²,EG,https://www.immowelt.de/expose/e9fd1a2a-dc5a-45e5-ad07-54b6458c246c,397,"Holzhof 34-38,  Schwerin (19055)",186
MueÃŸ, Schwerin (19063),229.000 1.649,4 Zimmer,"138,9 m²",503 m² Grundstuck,https://www.immowelt.de/expose/1bb7e434-5b84-4032-baf6-7c79d37f8a65,397,"MueÃŸ,  Schwerin (19063)",0
Medewege, Schwerin (19057),223.500 1.746,5 Zimmer,128 m²,Unknown,https://www.immowelt.de/expose/78b5365c-2148-4808-b63a-b4ecd8f73223,397,"Medewege,  Schwerin (19057)",0
Neu Zippendorf, Schwerin (19063),350.612 4.321,3 Zimmer,"81,1 m²",Unknown,https://www.immowelt.de/expose/d63406a3-16c6-4b71-9df7-551db30f5a05,397,"Neu Zippendorf,  Schwerin (19063)",84
Robert-Beltz-Str. 12, Schwerin (19059),229.000 2.376,4 Zimmer,"96,4 m²",3. Geschoss,https://www.immowelt.de/expose/9ec434b5-0fb9-41b2-a34e-44695d9b85e5,397,"Robert-Beltz-Str. 12,  Schwerin (19059)",142
Robert-Beltz-Str. 12, Schwerin (19059),249.000 2.541,4 Zimmer,98 m²,2. Geschoss,https://www.immowelt.de/expose/0869fd6c-3be6-4d7d-a4eb-2849a4784b45,397,"Robert-Beltz-Str. 12,  Schwerin (19059)",142
Robert-Beltz-Str. 12, Schwerin (19059),209.000 2.149,4 Zimmer,"97,3 m²",1. Geschoss,https://www.immowelt.de/expose/36819b85-3bdf-49cd-8f2c-1d9dd3076b01,397,"Robert-Beltz-Str. 12,  Schwerin (19059)",142
Paulsstadt, Schwerin (19053),399.000 2.389,5 Zimmer,167 m²,2. Geschoss,https://www.immowelt.de/expose/55be7ff7-5d35-4b3f-a13d-d0a607a0fab3,397,"Paulsstadt,  Schwerin (19053)",587
WallstraÃŸe 18-20, Schwerin (19053),348.000 3.045,4 Zimmer,"114,3 m²",1. Geschoss,https://www.immowelt.de/expose/6ba2d1cd-ee2a-4e8a-8890-a02a970adda9,397,"WallstraÃŸe 18-20,  Schwerin (19053)",0
Paulsstadt, Schwerin (19053),109.850 2.362,1 Zimmer,"46,5 m²",2. Geschoss,https://www.immowelt.de/expose/722a8180-2548-41d6-8bdc-922623104ffa,397,"Paulsstadt,  Schwerin (19053)",587
Feldstadt, Schwerin (19053),99.000 1.675,2 Zimmer,"59,1 m²",1. Geschoss,https://www.immowelt.de/expose/7b8017dc-b2a3-4fcf-bd80-26c7c3182265,397,"Feldstadt,  Schwerin (19053)",365
Friedrichsthal, Schwerin (19057),110.000 1.774,62 m²,Unknown,Unknown,https://www.immowelt.de/expose/30cd3633-2087-4ce4-a0d6-7f4d97904629,397,"Friedrichsthal,  Schwerin (19057)",72
Friedrichsthal, Schwerin (19057),110.000 1.746,2 Zimmer,63 m²,Unknown,https://www.immowelt.de/expose/901a4468-b778-46a8-97a8-1581cffed7e3,397,"Friedrichsthal,  Schwerin (19057)",72
KrebsfÃ¶rden, Schwerin (19061),2250000,4.500 m² Grundstuck,Unknown,Unknown,https://www.immowelt.de/expose/4975a3a1-4470-4e9e-80b9-327f842ddb89,397,"KrebsfÃ¶rden,  Schwerin (19061)",0
Altstadt, Schwerin (19053),2.500.000 2.381,1.050 m²,245 m² Grundstuck,Unknown,https://www.immowelt.de/expose/0d76ce7a-0b9c-4d58-9988-651e45a39189,397,"Altstadt,  Schwerin (19053)",711
Zippendorf, Schwerin (19063),850.000 4.722,4 Zimmer,"143,2 m²",1.265 m² Grundstuck,https://www.immowelt.de/expose/0433b45b-b040-4371-8eda-7e0596970c25,397,"Zippendorf,  Schwerin (19063)",32
Warnitz, Schwerin (19057),245.000 1.361,6 Zimmer,180 m²,1.992 m² Grundstuck,https://www.immowelt.de/expose/6754cedc-3329-4a77-855e-014d44d4d8c2,397,"Warnitz,  Schwerin (19057)",35
