Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL,city_id,full_address,score
Langerwehe, Langerwehe (52379),99000,140 m²,480 m² Grundstuck,Unknown,https://www.immowelt.de/expose/dd80ffab-b85c-4248-ae71-58aeb0708e2f,4942,"Langerwehe,  Langerwehe (52379)",124
Unterstolberg, Stolberg (Rheinland) (52222),216.000 1.719,6 Zimmer,"125,7 m²",230 m² Grundstuck,https://www.immowelt.de/expose/9ebcb2a1-f3ed-4374-a0b5-18db59c9ffe3,4942,"Unterstolberg,  Stolberg (Rheinland) (52222)",0
Langerwehe, Langerwehe (52379),379.000 3.064,4 Zimmer,"123,7 m²",342 m² Grundstuck,https://www.immowelt.de/expose/9be5f344-e1d8-4940-8f08-cc1f205ea0b9,4942,"Langerwehe,  Langerwehe (52379)",124
Siedlerweg 11, Alsdorf (52477),125.000 2.193,2 Zimmer,57 m²,Unknown,https://www.immowelt.de/expose/0996c365-445b-4fbe-bdeb-dc685a47393f,4942,"Siedlerweg 11,  Alsdorf (52477)",117
Langerwehe, Langerwehe (52379),889.000 2.147,414 m²,542 m² Grundstuck,Unknown,https://www.immowelt.de/expose/28dbf68b-9706-4e2e-862a-49c82559964d,4942,"Langerwehe,  Langerwehe (52379)",124
Begau, Alsdorf (52477),429.000 2.754,4 Zimmer,"155,8 m²",1.603 m² Grundstuck,https://www.immowelt.de/expose/12519f19-0f81-41d1-9494-321de34c304c,4942,"Begau,  Alsdorf (52477)",93
Aldenhoven, Aldenhoven (52457),448.650 3.900,3 Zimmer,115 m²,EG,https://www.immowelt.de/expose/92f7a975-882a-459f-bd47-ff2df6afc41e,4942,"Aldenhoven,  Aldenhoven (52457)",15
Donnerberg, Stolberg (52222),287.000 2.733,4 Zimmer,105 m²,215 m² Grundstuck,https://www.immowelt.de/expose/7581a739-64a0-4ef6-aa50-3c57c218f7a5,4942,"Donnerberg,  Stolberg (52222)",149
Heistern, Langerwehe / Hamich (52379),134.500 1.109,4 Zimmer,"121,3 m²",100 m² Grundstuck,https://www.immowelt.de/expose/629a7b51-7f99-4cb0-ad1b-4adaf93e3018,4942,"Heistern,  Langerwehe / Hamich (52379)",59
Warden, Alsdorf (52477),85.000 1.417,4 Zimmer,60 m²,900 m² Grundstuck,https://www.immowelt.de/expose/e977a607-61b4-44c8-a148-b03665a93f15,4942,"Warden,  Alsdorf (52477)",89
Unterstolberg, Stolberg (52222),279.000 1.641,6 Zimmer,170 m²,448 m² Grundstuck,https://www.immowelt.de/expose/0f743a56-7a20-44fa-b23d-0253196c8fb1,4942,"Unterstolberg,  Stolberg (52222)",0
Hoengen, Alsdorf (52477),245.000 1.885,9 Zimmer,130 m²,620 m² Grundstuck,https://www.immowelt.de/expose/a355fb96-f560-4e5e-8f6a-98b905579b61,4942,"Hoengen,  Alsdorf (52477)",136
Nikolausberg xx, Langerwehe (52379),539.000 2.994,4 Zimmer,180 m²,514 m² Grundstuck,https://www.immowelt.de/expose/c8a79973-b7cb-45d4-99d0-1088c552381a,4942,"Nikolausberg xx,  Langerwehe (52379)",76
Meierskamp 52a, Langerwehe-Hamich (52379),139.900 2.412,2 Zimmer,58 m²,EG,https://www.immowelt.de/expose/fd1ce76c-4281-46a8-bb99-a7b68ee90286,4942,"Meierskamp 52a,  Langerwehe-Hamich (52379)",57
Heistern, Langerwehe (52379),149.900 2.204,"3,5 Zimmer",68 m²,255 m² Grundstuck,https://www.immowelt.de/expose/f96306e7-9bee-408a-92f5-5690a5a1fa15,4942,"Heistern,  Langerwehe (52379)",52
Pastoratsweg 28, Langerwehe (52379),598.000 2.848,8 Zimmer,210 m²,557 m² Grundstuck,https://www.immowelt.de/expose/4ca20986-909a-40b6-9eab-564d5db8e3ca,4942,"Pastoratsweg 28,  Langerwehe (52379)",127
