Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL,city_id,full_address,score
Neustadt, Ulm (89073),299.500 5.045,2 Zimmer,"59,4 m²",Unknown,https://www.immowelt.de/expose/5f542259-f7c0-49e4-ac3e-46f1e672cb65,4523,"Neustadt,  Ulm (89073)",0
Munsterplatz, Ulm (89073),595.000 4.600,5 Zimmer,"129,4 m²",113 m² Grundstuck,https://www.immowelt.de/expose/7e9ed3d1-a125-404b-aeb8-fced62dc5f7e,4523,"Munsterplatz,  Ulm (89073)",1054
Munsterplatz, Ulm (89073),595.000 4.600,5 Zimmer,"129,4 m²",112 m² Grundstuck,https://www.immowelt.de/expose/53f5822d-00b5-4bfe-ad3c-096cc0a716b4,4523,"Munsterplatz,  Ulm (89073)",1054
Donaubastion, Ulm (89077),205.000 4.786,2 Zimmer,"42,8 m²",frei ab 01.12.2024,https://www.immowelt.de/expose/9d1a92b2-bbff-4906-b57c-7e18181b7641,4523,"Donaubastion,  Ulm (89077)",557
Donaubastion, Ulm (89077),329.000 4.910,3 Zimmer,67 m²,1. Geschoss,https://www.immowelt.de/expose/06261bb4-0faa-424c-8800-b2b383600762,4523,"Donaubastion,  Ulm (89077)",557
Alt-Wiblingen, Ulm (89079),624.160 6.400,3 Zimmer,"97,5 m²",Unknown,https://www.immowelt.de/expose/6f097ff4-d279-441a-879b-8104e1f2e9a3,4523,"Alt-Wiblingen,  Ulm (89079)",207
Donaubastion, Ulm (89077),549.000 5.039,4 Zimmer,"108,9 m²",Unknown,https://www.immowelt.de/expose/756f8328-6977-477a-9efa-b444d8bdd61d,4523,"Donaubastion,  Ulm (89077)",557
Alt-Wiblingen, Ulm / Wiblingen (89079),599.900 6.931,3 Zimmer,"86,6 m²",1. Geschoss,https://www.immowelt.de/projekte/expose/k2k8532,4523,"Alt-Wiblingen,  Ulm / Wiblingen (89079)",207
Holzheim, Holzheim (89291),390.600 2.915,4 Zimmer,134 m²,520 m² Grundstuck,https://www.immowelt.de/expose/1f0cc9a1-e053-4b2c-914e-394e3e22ec63,4523,"Holzheim,  Holzheim (89291)",43
Gaisenberg, Ulm (89075),399.000 5.229,"3,5 Zimmer","76,3 m²",Unknown,https://www.immowelt.de/expose/480d9971-1869-46b2-b5aa-7b5c2802ca7d,4523,"Gaisenberg,  Ulm (89075)",489
Alt-Wiblingen, Ulm (89079),541.139 6.300,3 Zimmer,"85,9 m²",Unknown,https://www.immowelt.de/expose/ec43b0a8-79f6-4b38-b627-ffcfd6001971,4523,"Alt-Wiblingen,  Ulm (89079)",207
Stadtwald, Krefeld / Bockum (Stadtwald) (47799),1.290.000 4.886,9 Zimmer,264 m²,856 m² Grundstuck,https://www.immowelt.de/expose/837901d8-3e71-44d5-bebc-ead5841f58b5,4532,"Stadtwald,  Krefeld / Bockum (Stadtwald) (47799)",42
Cracau, Krefeld (47799),1.630.000 7.244,6 Zimmer,225 m²,700 m² Grundstuck,https://www.immowelt.de/expose/3c0eb2ff-f15b-4e82-a76b-0635f8ab0dca,4532,"Cracau,  Krefeld (47799)",233
