Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL,city_id,full_address,score
Kurzer Kamp 6, Garbsen (30823),250.000 2.941,3 Zimmer,85 m²,Unknown,https://www.immowelt.de/expose/f07c570e-56cc-4886-977f-1c74e3842de0,3819,"Kurzer Kamp 6,  Garbsen (30823)",119
Osterwald - Oberende, Garbsen (30826),464.949 4.359,5 Zimmer,"106,7 m²",441 m² Grundstuck,https://www.immowelt.de/expose/a0181ff4-7703-4582-9c3c-91b454d5eb67,3819,"Osterwald - Oberende,  Garbsen (30826)",0
Osterwald - Unterende, Garbsen OT Osterwald (30826),350.000 1.777,"7,5 Zimmer",197 m²,800 m² Grundstuck,https://www.immowelt.de/expose/ac5dc2d2-c2d3-4f28-a033-d4ac68c2499a,3819,"Osterwald - Unterende,  Garbsen OT Osterwald (30826)",0
Jahnsfelde, Garbsen / Berenbostel (30827),175.000 2.215,3 Zimmer,79 m²,Unknown,https://www.immowelt.de/expose/d316676c-e24c-4555-95fe-55523c918f30,3819,"Jahnsfelde,  Garbsen / Berenbostel (30827)",0
Horst, Garbsen (30826),255.750 1.541,4 Zimmer,166 m²,538 m² Grundstuck,https://www.immowelt.de/expose/cce64a46-e996-4431-9d2f-d43f0cf164d9,3819,"Horst,  Garbsen (30826)",16
Havelse - Sud, Garbsen (30823),595.000 3.306,6 Zimmer,180 m²,238 m² Grundstuck,https://www.immowelt.de/expose/c25ce78a-dd7a-4fc9-aef9-27961958e95b,3819,"Havelse - Sud,  Garbsen (30823)",0
Frielingen, Garbsen-Frielingen (30826),360.000 2.571,6 Zimmer,140 m²,1.328 m² Grundstuck,https://www.immowelt.de/expose/980ed0d4-e867-4a60-88fe-64343406306b,3819,"Frielingen,  Garbsen-Frielingen (30826)",8
Horst, Garbsen-Horst (30826),480.000 3.692,4 Zimmer,130 m²,1.018 m² Grundstuck,https://www.immowelt.de/expose/135043e3-9647-4ceb-8f04-5485c13ca16d,3819,"Horst,  Garbsen-Horst (30826)",16
Rote Reihe 18, Garbsen (30827),369.000 3.481,4 Zimmer,106 m²,3. Geschoss,https://www.immowelt.de/expose/821e11ae-7a67-4a4d-9cc3-a6c9653bed58,3819,"Rote Reihe 18,  Garbsen (30827)",104
Osterwald - Unterende, Garbsen (30826),477.000 1.912,5 Zimmer,"249,5 m²",550 m² Grundstuck,https://www.immowelt.de/expose/a52d33bf-cb64-4377-b44f-86338f2573d2,3819,"Osterwald - Unterende,  Garbsen (30826)",10
