Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL,city_id,full_address,score
Obere Vorstadt 2, Tuttlingen (78532),207.000 4.899,2 Zimmer,"42,3 m²",2. Geschoss,https://www.immowelt.de/expose/3d2a2cd4-7350-4731-9957-a8cd2f8935a0,4595,"Obere Vorstadt 2,  Tuttlingen (78532)",485
Obere Vorstadt 2, Tuttlingen (78532),221.300 4.900,2 Zimmer,"45,2 m²",2. Geschoss,https://www.immowelt.de/expose/d6ef10d4-50cb-42db-8934-28a1eb2cbaf4,4595,"Obere Vorstadt 2,  Tuttlingen (78532)",485
Obere Vorstadt 2, Tuttlingen (78532),261.800 4.901,2 Zimmer,"53,4 m²",2. Geschoss,https://www.immowelt.de/expose/f869f62d-f924-45ef-bfd7-4375309d0836,4595,"Obere Vorstadt 2,  Tuttlingen (78532)",485
Obere Vorstadt 2, Tuttlingen (78532),215.700 4.800,2 Zimmer,"44,9 m²",1. Geschoss,https://www.immowelt.de/expose/12b7247a-687c-4c2c-acaa-654f5414c2cd,4595,"Obere Vorstadt 2,  Tuttlingen (78532)",485
Obere Vorstadt 2, Tuttlingen (78532),296.400 4.800,2 Zimmer,"61,8 m²",1. Geschoss,https://www.immowelt.de/expose/e9bbd09d-1168-448b-bc2a-0ccecbc6ae59,4595,"Obere Vorstadt 2,  Tuttlingen (78532)",485
Obere Vorstadt 2, Tuttlingen (78532),428.100 4.800,3 Zimmer,"89,2 m²",1. Geschoss,https://www.immowelt.de/expose/9082c964-ecc1-4649-8848-f2a1322abe10,4595,"Obere Vorstadt 2,  Tuttlingen (78532)",485
Tuttlingen, Tuttlingen (78532),82.000 1.906,2 Zimmer,43 m²,Unknown,https://www.immowelt.de/expose/737578a1-c375-4eab-8479-4c9bb61cb89f,4595,"Tuttlingen,  Tuttlingen (78532)",521
Emmingen, Emmingen-Liptingen (78576),654.900 4.228,4 Zimmer,"154,9 m²",800 m² Grundstuck,https://www.immowelt.de/expose/174fafe0-8aef-4468-a03b-9d54d7b641e0,4595,"Emmingen,  Emmingen-Liptingen (78576)",10
Emmingen, Emmingen-Liptingen (78576),269.000 4.025,3 Zimmer,"66,8 m²",2. Geschoss,https://www.immowelt.de/expose/4bcbe721-b894-4f47-be9f-84b20617a386,4595,"Emmingen,  Emmingen-Liptingen (78576)",10
Emmingen, Emmingen-Liptingen (78576),469.000 2.549,8 Zimmer,184 m²,340 m² Grundstuck,https://www.immowelt.de/expose/f5cdee67-e050-4a7d-a556-7dff4cf0842a,4595,"Emmingen,  Emmingen-Liptingen (78576)",10
Emmingen, Emmingen-Liptingen (78576),546.689 4.142,5 Zimmer,132 m²,701 m² Grundstuck,https://www.immowelt.de/expose/5bc5ae2a-5950-4924-b81a-f0ad886b00e6,4595,"Emmingen,  Emmingen-Liptingen (78576)",10
Emmingen, Emmingen-Liptingen (78576),675.000 4.426,8 Zimmer,"152,5 m²",800 m² Grundstuck,https://www.immowelt.de/expose/c112b448-a980-4f3c-8362-8c0e03644451,4595,"Emmingen,  Emmingen-Liptingen (78576)",10
Emmingen, Emmingen-Liptingen (78576),177.684 3.900,2 Zimmer,"45,6 m²",Unknown,https://www.immowelt.de/expose/d52ea000-73f6-43c8-96e8-24a95ed0e09c,4595,"Emmingen,  Emmingen-Liptingen (78576)",10
Emmingen, Emmingen-Liptingen (78576),526.900 4.293,4 Zimmer,"122,7 m²",800 m² Grundstuck,https://www.immowelt.de/expose/115fe48b-cc92-449f-9764-0b946e5f23ad,4595,"Emmingen,  Emmingen-Liptingen (78576)",10
Emmingen, Emmingen-Liptingen (78576),295.000 4.005,2 Zimmer,"73,7 m²",EG,https://www.immowelt.de/expose/9fb91aa9-e44d-44de-b909-635fd59336a2,4595,"Emmingen,  Emmingen-Liptingen (78576)",10
Turnich, Kerpen (50169),277.000 1.689,6 Zimmer,164 m²,1.190 m² Grundstuck,https://www.immowelt.de/expose/ee01aa2c-8f1c-4e21-a06e-dec803f3c537,4652,"Turnich,  Kerpen (50169)",101
Sindorf, Kerpen (50170),100.000 1.724,3 Zimmer,58 m²,Unknown,https://www.immowelt.de/expose/85799ca5-5f51-4fe1-a194-677675e679b9,4652,"Sindorf,  Kerpen (50170)",188
Turnich, Kerpen / Turnich (50169),202.000 2.434,3 Zimmer,83 m²,Unknown,https://www.immowelt.de/expose/4bb31e48-064a-44a2-9fcc-5b21043b6ccf,4652,"Turnich,  Kerpen / Turnich (50169)",43
Sindorf, Kerpen (50170),235.000 2.842,3 Zimmer,"82,7 m²",3. Geschoss,https://www.immowelt.de/expose/af1de97d-690b-4b24-9bc9-1952adebca9e,4652,"Sindorf,  Kerpen (50170)",188
Bruggen, Euskirchen (50321),858.748 5.236,5 Zimmer,164 m²,590 m² Grundstuck,https://www.immowelt.de/expose/79e51451-0bb7-48be-8d19-ff0ae398a5c7,4652,"Bruggen,  Euskirchen (50321)",0
Sindorf, Kerpen (50170),95.000 1.638,3 Zimmer,58 m²,Unknown,https://www.immowelt.de/expose/21524bda-c4c7-42b8-abae-8dff68a071a6,4652,"Sindorf,  Kerpen (50170)",188
