Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL,city_id,full_address,score
Seelberg, Stuttgart / Bad Cannstatt (70372),499.000 5.198,4 Zimmer,96 m²,Unknown,https://www.immowelt.de/expose/8db7fcaa-3c10-4293-9f2c-a2a96c07ef1a,3758,"Seelberg,  Stuttgart / Bad Cannstatt (70372)",379
Plieningen, Stuttgart (70599),359.000 4.325,4 Zimmer,83 m²,Unknown,https://www.immowelt.de/expose/748e406e-95df-40a9-913d-729e63b77d36,3758,"Plieningen,  Stuttgart (70599)",87
Lehen, Stuttgart (70180),339.965 4.598,3 Zimmer,"73,9 m²",Unknown,https://www.immowelt.de/expose/554a834b-3c02-4387-bc8f-00aea2522b99,3758,"Lehen,  Stuttgart (70180)",419
KrÃ¤herwald, Stuttgart (70193),295.000 4.741,"2,5 Zimmer","62,2 m²",1. Geschoss,https://www.immowelt.de/expose/51e97cff-f28d-47b8-a39f-8ebd17e75ec7,3758,"KrÃ¤herwald,  Stuttgart (70193)",0
Sillenbuch, Stuttgart (70619),679.000 3.651,10 Zimmer,186 m²,235 m² Grundstuck,https://www.immowelt.de/expose/e72a32f7-5acc-4351-926e-88a30f6fa7c5,3758,"Sillenbuch,  Stuttgart (70619)",225
Zuffenhausen - MÃ¶nchsberg, Stuttgart (70435),504.800 6.556,3 Zimmer,77 m²,EG,https://www.immowelt.de/expose/7c32c777-4cac-4a38-847d-cda92f59f3bf,3758,"Zuffenhausen - MÃ¶nchsberg,  Stuttgart (70435)",0
Bahnhof Feuerbach, Stuttgart (70469),1.449.000 11.192,5 Zimmer,"129,5 m²",Unknown,https://www.immowelt.de/expose/baf4692a-b125-4d12-a875-4c90d92c7d10,3758,"Bahnhof Feuerbach,  Stuttgart (70469)",317
Seelberg, Stuttgart (70372),599.000 4.309,7 Zimmer,139 m²,4. Geschoss,https://www.immowelt.de/expose/100409cd-8085-42d3-a8c0-96195b340a3a,3758,"Seelberg,  Stuttgart (70372)",379
Vaihingen - Mitte, Stuttgart (70563),649.000 5.500,4 Zimmer,118 m²,2. Geschoss,https://www.immowelt.de/expose/1616f82e-afe4-4b5e-b9d6-e75add8c7dd4,3758,"Vaihingen - Mitte,  Stuttgart (70563)",451
Neuwirtshaus, Stuttgart (70439),540.000 3.452,4 Zimmer,"133,3 m²",370 m² Grundstuck,https://www.immowelt.de/expose/e3676b5d-6b03-4444-93bc-978c03f6b3ab,3758,"Neuwirtshaus,  Stuttgart (70439)",142
FriedhofstraÃŸe 4, Stuttgart (70191),354.000 7.511,2 Zimmer,"47,1 m²",EG,https://www.immowelt.de/expose/bfb1dbe2-ea95-4f96-aa38-a56718e7ec33,3758,"FriedhofstraÃŸe 4,  Stuttgart (70191)",0
FriedhofstraÃŸe 4, Stuttgart (70191),425.000 8.509,2 Zimmer,50 m²,5. Geschoss,https://www.immowelt.de/expose/d794ce38-602d-454c-80b7-29f397ba6081,3758,"FriedhofstraÃŸe 4,  Stuttgart (70191)",0
FriedhofstraÃŸe 4, Stuttgart (70191),745.000 7.865,4 Zimmer,"94,7 m²",3. Geschoss,https://www.immowelt.de/expose/fc1f8320-984f-4fcd-89d0-4d820b30ced3,3758,"FriedhofstraÃŸe 4,  Stuttgart (70191)",0
FriedhofstraÃŸe 4, Stuttgart (70191),715.000 7.911,4 Zimmer,"90,4 m²",3. Geschoss,https://www.immowelt.de/expose/e8430226-0e6f-4d6f-9b00-3704797d54ef,3758,"FriedhofstraÃŸe 4,  Stuttgart (70191)",0
FriedhofstraÃŸe 4, Stuttgart (70191),725.000 7.654,4 Zimmer,"94,7 m²",2. Geschoss,https://www.immowelt.de/expose/bf333e29-b8dc-4804-ae2d-388fd5130fdf,3758,"FriedhofstraÃŸe 4,  Stuttgart (70191)",0
FriedhofstraÃŸe 12, Stuttgart (70191),448.000 7.857,2 Zimmer,57 m²,4. Geschoss,https://www.immowelt.de/expose/e20681dd-2976-47b3-8041-d2e615f2e7f5,3758,"FriedhofstraÃŸe 12,  Stuttgart (70191)",0
FriedhofstraÃŸe 12, Stuttgart (70191),565.000 7.873,3 Zimmer,"71,8 m²",3. Geschoss,https://www.immowelt.de/expose/ccb298e1-ca92-46be-be4f-14993ee06f96,3758,"FriedhofstraÃŸe 12,  Stuttgart (70191)",0
FriedhofstraÃŸe 12, Stuttgart (70191),749.000 7.980,4 Zimmer,"93,9 m²",2. Geschoss,https://www.immowelt.de/expose/f1ee8d02-b3e1-4ecb-916d-b3f89351aa67,3758,"FriedhofstraÃŸe 12,  Stuttgart (70191)",0
FriedhofstraÃŸe 14, Stuttgart (70191),694.000 7.993,4 Zimmer,"86,8 m²",2. Geschoss,https://www.immowelt.de/expose/ebbc51a1-ae7f-4abc-9c6c-3fdf56de7481,3758,"FriedhofstraÃŸe 14,  Stuttgart (70191)",0
FriedhofstraÃŸe 14, Stuttgart (70191),595.000 7.783,3 Zimmer,"76,5 m²",EG,https://www.immowelt.de/expose/8b80a6e7-8a60-4ef2-8c30-7f35f2866722,3758,"FriedhofstraÃŸe 14,  Stuttgart (70191)",0
FriedhofstraÃŸe 16, Stuttgart (70191),745.000 8.323,4 Zimmer,"89,5 m²",4. Geschoss,https://www.immowelt.de/expose/e2ade8df-1fc8-460a-b589-c91a429a9022,3758,"FriedhofstraÃŸe 16,  Stuttgart (70191)",0
FriedhofstraÃŸe 16, Stuttgart (70191),575.000 8.045,3 Zimmer,"71,5 m²",3. Geschoss,https://www.immowelt.de/expose/a44b1f04-be33-4d40-a201-fec328855843,3758,"FriedhofstraÃŸe 16,  Stuttgart (70191)",0
FriedhofstraÃŸe 16, Stuttgart (70191),370.000 7.439,2 Zimmer,"49,7 m²",1. Geschoss,https://www.immowelt.de/expose/aceb8735-4224-4720-ad5b-650b81d7f106,3758,"FriedhofstraÃŸe 16,  Stuttgart (70191)",0
Sillenbuch, Stuttgart (70619),1.230.000 11.182,4 Zimmer,110 m²,1. Geschoss,https://www.immowelt.de/expose/9f6ee869-074e-49cc-9274-de0ae1954a8e,3758,"Sillenbuch,  Stuttgart (70619)",225
Rohr, Stuttgart (70565),245.000 3.828,3 Zimmer,64 m²,Unknown,https://www.immowelt.de/expose/67583fea-2dbc-4058-aded-636ee0cd4afd,3758,"Rohr,  Stuttgart (70565)",181
Wangen, Stuttgart (70327),995.000 3.317,9 Zimmer,300 m²,581 m² Grundstuck,https://www.immowelt.de/expose/89472ae1-53cd-44bb-a7da-c47ebba5f64e,3758,"Wangen,  Stuttgart (70327)",152
Vaihingen - Mitte, Stuttgart (70563),240.000 4.138,"2,5 Zimmer",58 m²,Unknown,https://www.immowelt.de/expose/d79c0d83-0a29-4244-b9fe-b4feecc0b238,3758,"Vaihingen - Mitte,  Stuttgart (70563)",451
Gehrenwald, Stuttgart / Wangen (70327),385.000 4.053,4 Zimmer,95 m²,Unknown,https://www.immowelt.de/expose/82085c64-d480-4d68-a0b8-f44087e84264,3758,"Gehrenwald,  Stuttgart / Wangen (70327)",0
MÃ¶hringen - Ost, Stuttgart (70567),349.000 4.750,3 Zimmer,"73,5 m²",2. Geschoss,https://www.immowelt.de/expose/84805a79-ff74-4955-b087-2a81a4b5cf36,3758,"MÃ¶hringen - Ost,  Stuttgart (70567)",0
Plieningen, Stuttgart (70599),1.100.000 7.333,5 Zimmer,150 m²,944 m² Grundstuck,https://www.immowelt.de/expose/7025d60f-6c3b-4c34-b668-81eb90a4cb28,3758,"Plieningen,  Stuttgart (70599)",87
BÃ¶nnigheimer StraÃŸe 32, Stuttgart (70435),699.900 6.340,4 Zimmer,"110,4 m²",4. Geschoss,https://www.immowelt.de/expose/abc0e11b-0392-4971-b189-368bbf0d5f3b,3758,"BÃ¶nnigheimer StraÃŸe 32,  Stuttgart (70435)",0
Lauffener StraÃŸe 34, Stuttgart (70435),589.900 6.357,4 Zimmer,"92,8 m²",EG,https://www.immowelt.de/expose/0d34376f-ce05-44a6-a200-59731cfea31e,3758,"Lauffener StraÃŸe 34,  Stuttgart (70435)",0
