Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL,city_id,full_address,score
Kerspleben, Erfurt (99098),364.249 2.597,4 Zimmer,"140,3 m²",489 m² Grundstuck,https://www.immowelt.de/expose/e03a80c1-1320-451b-8e9d-588efd8a0bba,4571,"Kerspleben,  Erfurt (99098)",21
Vieselbach, Erfurt (99098),344.699 2.578,4 Zimmer,"133,7 m²",523 m² Grundstuck,https://www.immowelt.de/expose/d8dbe401-b6d7-4287-95a8-dcc034c54195,4571,"Vieselbach,  Erfurt (99098)",38
Vieselbach, Erfurt (99098),317.999 2.546,4 Zimmer,"124,9 m²",421 m² Grundstuck,https://www.immowelt.de/expose/587532e5-8a1f-4788-b1ed-926e06c048a0,4571,"Vieselbach,  Erfurt (99098)",38
Vieselbach, Erfurt (99098),310.599 2.184,4 Zimmer,"142,2 m²",524 m² Grundstuck,https://www.immowelt.de/expose/28b5fffe-092a-46fc-b7ab-ed00a2fb7457,4571,"Vieselbach,  Erfurt (99098)",38
Johannesvorstadt, Erfurt (99086),1.050.000 4.773,7 Zimmer,220 m²,1.089 m² Grundstuck,https://www.immowelt.de/expose/a64eb07b-3108-4b04-b908-f4bc04eedddb,4571,"Johannesvorstadt,  Erfurt (99086)",198
Gispersleben, Erfurt (99091),299.000 1.533,4 Zimmer,195 m²,127 m² Grundstuck,https://www.immowelt.de/expose/cef41c5e-d69a-4204-ba30-e0ca8e4212dd,4571,"Gispersleben,  Erfurt (99091)",69
Gottstedt, Erfurt (99090),468.138 3.100,5 Zimmer,151 m²,460 m² Grundstuck,https://www.immowelt.de/expose/62fe6a7e-ce6d-4e1a-bb8c-bd2341c79ce3,4571,"Gottstedt,  Erfurt (99090)",0
Gottstedt, Erfurt (99090),426.928 3.558,4 Zimmer,120 m²,460 m² Grundstuck,https://www.immowelt.de/expose/a9f2abcc-cf40-462b-a59e-7339c6e6c774,4571,"Gottstedt,  Erfurt (99090)",0
MÃ¶bisburg-Rhoda, Erfurt (99094),389.000 3.536,5 Zimmer,110 m²,5.162 m² Grundstuck,https://www.immowelt.de/expose/63fe58d4-2d50-4521-8135-3caa6a6f89bd,4571,"MÃ¶bisburg-Rhoda,  Erfurt (99094)",0
Zittauer StraÃŸe 10, Erfurt (99091),350.000 2.913,5 Zimmer,"120,2 m²",270 m² Grundstuck,https://www.immowelt.de/expose/e489075b-3e5c-4822-aaca-09fc50435cee,4571,"Zittauer StraÃŸe 10,  Erfurt (99091)",0
Bischleben-Stedten, Erfurt (99094),825.900 6.028,4 Zimmer,137 m²,530 m² Grundstuck,https://www.immowelt.de/expose/1f445ce4-86e9-4252-8b0d-6e00ecf8f56e,4571,"Bischleben-Stedten,  Erfurt (99094)",41
Bischleben-Stedten, Erfurt (99094),586.900 4.515,4 Zimmer,130 m²,530 m² Grundstuck,https://www.immowelt.de/expose/226e00b0-04b8-4cc7-953d-c92062bfe2c8,4571,"Bischleben-Stedten,  Erfurt (99094)",41
Bruhlervorstadt, Erfurt (99092),760.000 2.857,12 Zimmer,266 m²,300 m² Grundstuck,https://www.immowelt.de/expose/1e2ed96b-f4f7-4aba-a01e-ba4f7ad8cde3,4571,"Bruhlervorstadt,  Erfurt (99092)",22
Schwerborn, Erfurt (99095),723.900 4.763,5 Zimmer,152 m²,1.900 m² Grundstuck,https://www.immowelt.de/expose/f1847573-31ea-4cc4-a6f9-dda353cfc47a,4571,"Schwerborn,  Erfurt (99095)",13
Goethestr.61, Erfurt (99096),910.000 4.044,7 Zimmer,225 m²,EG,https://www.immowelt.de/expose/de52b9d2-8929-4aec-9117-cfec37223d05,4571,"Goethestr.61,  Erfurt (99096)",177
Schweriner Str. 17, Erfurt (99089),810.000 2.832,12 Zimmer,286 m²,360 m² Grundstuck,https://www.immowelt.de/expose/e3f13123-fc9a-45c7-8d7d-81efbbc734dd,4571,"Schweriner Str. 17,  Erfurt (99089)",308
Schweriner Str. 17, Erfurt (99089),810.000 2.765,12 Zimmer,293 m²,360 m² Grundstuck,https://www.immowelt.de/expose/59d1c349-3cf4-45e2-adb2-a14b5dfa72ee,4571,"Schweriner Str. 17,  Erfurt (99089)",308
Stotternheim, Stotternheim (99095),290.000 2.417,5 Zimmer,120 m²,270 m² Grundstuck,https://www.immowelt.de/expose/49d89d5b-e875-4ffa-9ceb-b20b6237276a,4571,"Stotternheim,  Stotternheim (99095)",51
MÃ¶bisburg-Rhoda, Erfurt (99092),464.100 3.097,5 Zimmer,"149,9 m²",700 m² Grundstuck,https://www.immowelt.de/expose/11d32eb9-9dd5-46f1-adc5-51d124a8b5cb,4571,"MÃ¶bisburg-Rhoda,  Erfurt (99092)",0
Azmannsdorf, Erfurt (99098),419.900 2.709,5 Zimmer,155 m²,620 m² Grundstuck,https://www.immowelt.de/expose/4fc3a8de-8422-4e58-af2c-6c2b8d308b3c,4571,"Azmannsdorf,  Erfurt (99098)",10
Azmannsdorf, Erfurt (99098),366.900 2.718,5 Zimmer,135 m²,610 m² Grundstuck,https://www.immowelt.de/expose/a36525f9-c610-4a62-afa5-53fb6d1933bf,4571,"Azmannsdorf,  Erfurt (99098)",10
Andreasvorstadt, Erfurt (99089),130.000 2.031,2 Zimmer,64 m²,4. Geschoss,https://www.immowelt.de/expose/0987e711-3516-4693-ad9c-b9870ab7f0ac,4571,"Andreasvorstadt,  Erfurt (99089)",122
Ilversgehofen, Erfurt (99086),900.000 1.833,491 m²,205 m² Grundstuck,Unknown,https://www.immowelt.de/expose/1cb47c45-cbc8-4fa8-aa1b-91d4fe832765,4571,"Ilversgehofen,  Erfurt (99086)",238
Bindersleben, Erfurt (99092),615.906 4.666,5 Zimmer,132 m²,500 m² Grundstuck,https://www.immowelt.de/expose/0e338d5c-3cb1-47ff-97c1-402b0a76ef84,4571,"Bindersleben,  Erfurt (99092)",40
Stotternheim, Stotternheim (99095),410.599 2.492,5 Zimmer,"164,8 m²",710 m² Grundstuck,https://www.immowelt.de/expose/5929dbab-f9c8-4deb-a5af-57e4fdc19b4e,4571,"Stotternheim,  Stotternheim (99095)",51
KrÃ¤mpfervorstadt, Erfurt (99085),399.999 1.794,5 Zimmer,"222,9 m²",584 m² Grundstuck,https://www.immowelt.de/expose/b47eb143-2571-4102-a4f1-fcba9c729d36,4571,"KrÃ¤mpfervorstadt,  Erfurt (99085)",0
Stotternheim, Erfurt (99095),477.900 3.124,5 Zimmer,153 m²,445 m² Grundstuck,https://www.immowelt.de/expose/0eae32c4-c373-4c62-bcc3-0b1d124c6fd4,4571,"Stotternheim,  Erfurt (99095)",58
Ilversgehofen, Erfurt (99086),340.000 1.300,9 Zimmer,"261,5 m²",219 m² Grundstuck,https://www.immowelt.de/expose/0742e45e-ce79-48cd-9a80-c3a8e1213a9f,4571,"Ilversgehofen,  Erfurt (99086)",238
Gottstedt, Erfurt (99090),629.291 5.158,4 Zimmer,122 m²,460 m² Grundstuck,https://www.immowelt.de/expose/bb5516ae-d135-48ee-abe3-b8e23aee0c09,4571,"Gottstedt,  Erfurt (99090)",0
Alach, Erfurt (99090),530.900 5.771,3 Zimmer,92 m²,600 m² Grundstuck,https://www.immowelt.de/expose/ff473f99-bb9d-4f67-b469-2ba2c2362bf5,4571,"Alach,  Erfurt (99090)",32
Ilversgehofen, Erfurt (99086),169.500 3.459,2 Zimmer,49 m²,3. Geschoss,https://www.immowelt.de/expose/9a7e62d5-8e32-4f95-bbb0-b3267b6510ff,4571,"Ilversgehofen,  Erfurt (99086)",238
Urbich, Erfurt-Urbich (99098),508.900 3.141,5 Zimmer,162 m²,905 m² Grundstuck,https://www.immowelt.de/expose/2fba0a2f-4db0-4c16-892b-c2ce4d068561,4571,"Urbich,  Erfurt-Urbich (99098)",3
Urbich, Erfurt-Urbich (99098),557.900 4.981,4 Zimmer,112 m²,905 m² Grundstuck,https://www.immowelt.de/expose/624f4d21-318d-4b4d-a98f-0008615c11c3,4571,"Urbich,  Erfurt-Urbich (99098)",3
Melchendorf, Erfurt (99097),931.900 6.051,5 Zimmer,154 m²,1.000 m² Grundstuck,https://www.immowelt.de/expose/5eefeb28-aec6-4a1a-9e12-93df3223e68a,4571,"Melchendorf,  Erfurt (99097)",101
Schmira, Erfurt (99094),497.900 4.292,4 Zimmer,116 m²,440 m² Grundstuck,https://www.immowelt.de/expose/6a5a69b4-a925-4baf-b31b-f825c8f8d17d,4571,"Schmira,  Erfurt (99094)",18
Vieselbach, Erfurt (99098),380.089 1.971,5 Zimmer,"192,8 m²",573 m² Grundstuck,https://www.immowelt.de/expose/57463eb9-38df-44e9-843f-8226df7f0038,4571,"Vieselbach,  Erfurt (99098)",38
Bruhlervorstadt, Erfurt (99084),408.199 3.053,4 Zimmer,"133,7 m²",476 m² Grundstuck,https://www.immowelt.de/expose/6adb02f5-8651-4f03-ab9b-6da84485838a,4571,"Bruhlervorstadt,  Erfurt (99084)",22
