Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL,city_id,full_address,score
Marsenweg 11, Paderborn (33100),342.900 4.958,2 Zimmer,"69,2 m²",2. Geschoss,https://www.immowelt.de/expose/53166631-6a48-4277-a7a5-1c26d461d33e,4054,"Marsenweg 11,  Paderborn (33100)",227
Marsenweg 11, Paderborn (33100),417.900 4.991,3 Zimmer,"83,7 m²",2. Geschoss,https://www.immowelt.de/expose/baec640d-cf06-4419-826b-a96bce34a10b,4054,"Marsenweg 11,  Paderborn (33100)",227
Marsenweg 11, Paderborn (33100),385.900 4.950,2 Zimmer,78 m²,1. Geschoss,https://www.immowelt.de/expose/28a89036-da6f-441f-9c39-39ec592af0ff,4054,"Marsenweg 11,  Paderborn (33100)",227
Marsenweg 11, Paderborn (33100),215.900 5.224,2 Zimmer,"41,3 m²",1. Geschoss,https://www.immowelt.de/expose/b4c8618e-5874-42ff-becd-20191bb95992,4054,"Marsenweg 11,  Paderborn (33100)",227
Marsenweg 11, Paderborn (33100),278.900 4.989,2 Zimmer,"55,9 m²",1. Geschoss,https://www.immowelt.de/expose/79e15a9c-51b1-4229-99c2-aa3233774cee,4054,"Marsenweg 11,  Paderborn (33100)",227
Marsenweg 11, Paderborn (33100),397.900 5.176,3 Zimmer,"76,9 m²",EG,https://www.immowelt.de/expose/6af8f015-f245-4bbd-9e6e-d2cd5cf3f317,4054,"Marsenweg 11,  Paderborn (33100)",227
Marsenweg 11, Paderborn (33100),319.900 4.988,2 Zimmer,"64,1 m²",EG,https://www.immowelt.de/expose/a3fcb89f-c0a9-42d1-844e-cf1e39eb8009,4054,"Marsenweg 11,  Paderborn (33100)",227
Paderborn - Kernstadt, Paderborn -Zentrum -Riemeke (33102),725.000 2.483,292 m²,227 m² Grundstuck,Unknown,https://www.immowelt.de/expose/75cd8372-845c-48e5-afa0-6c612e1e0ab0,4054,"Paderborn - Kernstadt,  Paderborn -Zentrum -Riemeke (33102)",0
Elsen, Paderborn / Elsen (33106),225.000 3.004,3 Zimmer,"74,9 m²",3. Geschoss,https://www.immowelt.de/expose/8386cef8-7362-4848-88db-29229dfd9ff8,4054,"Elsen,  Paderborn / Elsen (33106)",220
Paderborn - Kernstadt, Paderborn (33102),204.990 2.748,3 Zimmer,"74,6 m²",1. Geschoss,https://www.immowelt.de/expose/23a2cda0-45f5-48fe-854a-817bc665ba26,4054,"Paderborn - Kernstadt,  Paderborn (33102)",0
