Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL,city_id,full_address,score
Remberg, Hagen (58095),176.000 1.645,4 Zimmer,107 m²,Unknown,https://www.immowelt.de/expose/c2948c5f-81ee-4568-af1e-3d844ce73f38,2802,"Remberg,  Hagen (58095)",293
Altenhagen - Sud, Hagen (58097),285.890 2.013,4 Zimmer,142 m²,Unknown,https://www.immowelt.de/expose/7f75e774-d1d7-4adb-9679-e7e3b5331076,2802,"Altenhagen - Sud,  Hagen (58097)",0
Gewecke / Tucking, Hagen (58135),484.671 3.413,"5,5 Zimmer",142 m²,526 m² Grundstuck,https://www.immowelt.de/expose/4977049d-27a6-4c45-b227-fc83ad51cff1,2802,"Gewecke / Tucking,  Hagen (58135)",0
Westerbauer - Sud, Hagen (58135),259.000 1.789,7 Zimmer,"144,8 m²",1.200 m² Grundstuck,https://www.immowelt.de/expose/c018eb99-b21b-4b1e-a9f2-43e31e50a23c,2802,"Westerbauer - Sud,  Hagen (58135)",0
Remberg, Hagen (58095),176.000 1.645,3 Zimmer,107 m²,Unknown,https://www.immowelt.de/expose/caf96d6c-8091-401e-8e74-2409df0e7795,2802,"Remberg,  Hagen (58095)",293
Emst-West, Hagen (58093),350.000 1.362,10 Zimmer,257 m²,490 m² Grundstuck,https://www.immowelt.de/expose/84c68a94-dc6c-4c35-a45b-8bfff67b6aaf,2802,"Emst-West,  Hagen (58093)",0
Eilpe-Nord, Hagen (58091),478.000 3.854,5 Zimmer,124 m²,322 m² Grundstuck,https://www.immowelt.de/expose/4d7f1ac4-7d62-4229-a782-d656f5043b2f,2802,"Eilpe-Nord,  Hagen (58091)",284
Kuhlerkamp, Hagen (58089),549.000 2.288,10 Zimmer,240 m²,311 m² Grundstuck,https://www.immowelt.de/expose/c139645b-efd5-497c-babe-c651f1914b48,2802,"Kuhlerkamp,  Hagen (58089)",202
Garenfeld, Hagen (58099),750.000 3.191,"8,5 Zimmer",235 m²,654 m² Grundstuck,https://www.immowelt.de/expose/8e5e946c-5c58-4ae6-89de-155bc5f6aae9,2802,"Garenfeld,  Hagen (58099)",78
Westerbauer - Nord, Hagen (58135),393.379 3.676,4 Zimmer,107 m²,450 m² Grundstuck,https://www.immowelt.de/expose/b0ac3e37-481b-438c-a337-d6ba1a866969,2802,"Westerbauer - Nord,  Hagen (58135)",287
Spielbrink, Hagen-Haspe (58135),391.199 3.402,4 Zimmer,115 m²,450 m² Grundstuck,https://www.immowelt.de/expose/7a5c20e3-a82e-4c69-8e61-67e8fb9933fc,2802,"Spielbrink,  Hagen-Haspe (58135)",165
Haspe-Sud, Hagen (58135),374.379 3.140,4 Zimmer,"119,2 m²",450 m² Grundstuck,https://www.immowelt.de/expose/5b81f774-6bb7-4353-9b6d-f3335a15fd81,2802,"Haspe-Sud,  Hagen (58135)",0
Emst-West, Hagen (58093),415.929 3.478,4 Zimmer,"119,6 m²",450 m² Grundstuck,https://www.immowelt.de/expose/84a98dda-8c90-40e6-93b8-5e73ef810201,2802,"Emst-West,  Hagen (58093)",0
Halden / Herbeck, Hagen (58093),441.169 3.680,4 Zimmer,"119,9 m²",450 m² Grundstuck,https://www.immowelt.de/expose/bdf849a7-dc1c-45c5-8781-0e61d536a143,2802,"Halden / Herbeck,  Hagen (58093)",101
Boele - Zentrum, Hagen (58099),421.169 3.522,4 Zimmer,"119,6 m²",450 m² Grundstuck,https://www.immowelt.de/expose/a25a74a4-16e6-47a8-b0f4-01badea29fab,2802,"Boele - Zentrum,  Hagen (58099)",241
Eilpe-Nord, Hagen (58091),438.199 3.810,4 Zimmer,115 m²,500 m² Grundstuck,https://www.immowelt.de/expose/633f3144-221e-411f-a5ac-197dad6ac0a1,2802,"Eilpe-Nord,  Hagen (58091)",284
Eilpe-Nord, Hagen (58091),443.129 3.696,4 Zimmer,"119,9 m²",450 m² Grundstuck,https://www.immowelt.de/expose/237654e2-9350-41df-b562-70081a48cbf1,2802,"Eilpe-Nord,  Hagen (58091)",284
Henkhausen / Reh, Hagen (58119),449.000 2.201,6 Zimmer,204 m²,841 m² Grundstuck,https://www.immowelt.de/expose/08ad7ee6-31fe-4f8f-881f-0b69b5b5a8fa,2802,"Henkhausen / Reh,  Hagen (58119)",98
Eppenhausen, Hagen (58093),199.800 2.379,3 Zimmer,84 m²,Unknown,https://www.immowelt.de/expose/edc08ebf-cbdf-4017-812c-1e50fb243efd,2802,"Eppenhausen,  Hagen (58093)",249
Eckesey - Sud, Hagen (58097),85.000 1.308,2 Zimmer,65 m²,Unknown,https://www.immowelt.de/expose/da3bffc2-665c-4b0a-bac9-5c9d4124728d,2802,"Eckesey - Sud,  Hagen (58097)",0
Eckesey - Nord, Hagen (58089),439.000 784,24 Zimmer,560 m²,560 m² Grundstuck,https://www.immowelt.de/expose/0fd69c1d-b96e-49bd-9eb2-ab3ea3f1379f,2802,"Eckesey - Nord,  Hagen (58089)",206
Eckesey - Nord, Hagen (58089),439.000 784,24 Zimmer,560 m²,560 m² Grundstuck,https://www.immowelt.de/expose/661ac674-5292-4564-9495-3816b5267943,2802,"Eckesey - Nord,  Hagen (58089)",206
Remberg, Hagen (58095),227.000 1.846,"4,5 Zimmer",123 m²,1. Geschoss,https://www.immowelt.de/expose/5890b7c2-5410-414b-953a-221d65d9afee,2802,"Remberg,  Hagen (58095)",293
Wehringhausen - Ost, Hagen (58091),695.275 4.292,"5,5 Zimmer",162 m²,731 m² Grundstuck,https://www.immowelt.de/expose/d470769f-0582-4774-9d3b-771f3755b014,2802,"Wehringhausen - Ost,  Hagen (58091)",0
Kuhlerkamp, Hagen (58135),399.000 1.930,7 Zimmer,"206,8 m²",227 m² Grundstuck,https://www.immowelt.de/expose/fa7e5338-a4c5-4fb0-a61b-f91acc6a3403,2802,"Kuhlerkamp,  Hagen (58135)",202
Zentrum, Hagen (58095),649.000 930,26 Zimmer,698 m²,253 m² Grundstuck,https://www.immowelt.de/expose/38c9f78c-17b5-4b3f-b4c1-3dc39f9f9b5c,2802,"Zentrum,  Hagen (58095)",763
Halden / Herbeck, Hagen (58093),449.900 1.730,"9,5 Zimmer","227,9 m²",554 m² Grundstuck,https://www.immowelt.de/expose/4534d093-0323-4381-b57e-0defabc9d366,2802,"Halden / Herbeck,  Hagen (58093)",101
Remberg, Hagen (58095),176.000 1.645,107 m²,Unknown,Unknown,https://www.immowelt.de/expose/2f682049-2bc3-4b20-a83a-791195dd511b,2802,"Remberg,  Hagen (58095)",293
Fleyerviertel, Hagen (58093),349.900 2.916,4 Zimmer,120 m²,Unknown,https://www.immowelt.de/expose/02275515-487b-4fc7-9f3d-a9430694363e,2802,"Fleyerviertel,  Hagen (58093)",0
Boele - Zentrum, Hagen (58099),729.000 4.096,"5,5 Zimmer",178 m²,534 m² Grundstuck,https://www.immowelt.de/expose/b55d310b-e715-4a5e-8afa-4445558d3da0,2802,"Boele - Zentrum,  Hagen (58099)",241
Wehringhausen - Ost, Hagen (58089),100.900 807,125 m²,Unknown,Unknown,https://www.immowelt.de/expose/2446f7d0-fa39-4d8f-b3aa-8b03d96bdff2,2802,"Wehringhausen - Ost,  Hagen (58089)",0
Hohenlimburg-Zentrum / Wesselbach, Hagen (58119),339.000 1.883,7 Zimmer,180 m²,448 m² Grundstuck,https://www.immowelt.de/expose/ff0bc343-9895-48e1-b7f5-009f94944a3e,2802,"Hohenlimburg-Zentrum / Wesselbach,  Hagen (58119)",0
Wehringhausen - Ost, Hagen (58091),765.165 4.782,"5,5 Zimmer",160 m²,732 m² Grundstuck,https://www.immowelt.de/expose/2a6762ad-5034-435f-9222-f42b219e9072,2802,"Wehringhausen - Ost,  Hagen (58091)",0
Eilpe-Sud / Selbecke, Hagen (58091),388.112 3.627,3 Zimmer,107 m²,590 m² Grundstuck,https://www.immowelt.de/expose/a37f3bba-5efe-44cb-8c0b-6e21b073aa75,2802,"Eilpe-Sud / Selbecke,  Hagen (58091)",0
Eilpe-Sud / Selbecke, Hagen (58091),396.896 3.175,5 Zimmer,125 m²,590 m² Grundstuck,https://www.immowelt.de/expose/8b4aee0f-6abd-4d94-abfd-8665328ed793,2802,"Eilpe-Sud / Selbecke,  Hagen (58091)",0
Henkhausen / Reh, Hagen (58119),320.000 2.370,5 Zimmer,135 m²,1. Geschoss,https://www.immowelt.de/expose/2ed47665-8ac4-4fe9-bec4-0bf04ce2d905,2802,"Henkhausen / Reh,  Hagen (58119)",98
Remberg, Hagen (58095),239.000 1.593,5 Zimmer,150 m²,EG,https://www.immowelt.de/expose/6e900365-93bf-4da4-a757-7717feda44f4,2802,"Remberg,  Hagen (58095)",293
