Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL,city_id,full_address,score
Baden-Baden - Kernstadt, Baden-Baden (76530),2.250.000 9.375,4 Zimmer,240 m²,Unknown,https://www.immowelt.de/expose/974222b4-472a-416d-9d8a-f19d6bdcb1ca,3341,"Baden-Baden - Kernstadt,  Baden-Baden (76530)",239
Lichtental, Baden-Baden (76534),1.400.000 2.333,12 Zimmer,600 m²,12.000 m² Grundstuck,https://www.immowelt.de/expose/1fd07931-9852-4ad6-9205-1223ebf4a6f1,3341,"Lichtental,  Baden-Baden (76534)",135
Baden-Baden - Kernstadt, Baden-Baden (76530),335.000 3.722,3 Zimmer,90 m²,1. Geschoss,https://www.immowelt.de/expose/46519032-e800-497e-a283-64a5470c5f7a,3341,"Baden-Baden - Kernstadt,  Baden-Baden (76530)",239
Baden-Baden - Kernstadt, Baden-Baden (76530),360.000 3.396,3 Zimmer,106 m²,2. Geschoss,https://www.immowelt.de/expose/ce21890e-19fc-4ee1-bd63-a5f67f39e4af,3341,"Baden-Baden - Kernstadt,  Baden-Baden (76530)",239
Baden-Baden - Kernstadt, Baden-Baden (76530),699.000 4.064,6 Zimmer,172 m²,634 m² Grundstuck,https://www.immowelt.de/expose/c2873157-08e5-4d65-aa23-f40a19d73d22,3341,"Baden-Baden - Kernstadt,  Baden-Baden (76530)",239
Baden-Baden - Kernstadt, Baden-Baden (76530),2.500.000 5.263,13 Zimmer,475 m²,300 m² Grundstuck,https://www.immowelt.de/expose/6941f807-14ed-476e-ae9e-f17aaccb669d,3341,"Baden-Baden - Kernstadt,  Baden-Baden (76530)",239
Lichtental, Baden-Baden (76534),1.650.000 3.877,8 Zimmer,"425,8 m²","1.600,2 m² Grundstuck",https://www.immowelt.de/expose/e14f64b7-8d08-4af8-80de-9771fee4ddd5,3341,"Lichtental,  Baden-Baden (76534)",135
Baden-Baden - Kernstadt, Baden-Baden (76530),945.000 6.702,4 Zimmer,141 m²,2. Geschoss,https://www.immowelt.de/expose/c8966bdb-611d-4b68-a66e-877a7681beb6,3341,"Baden-Baden - Kernstadt,  Baden-Baden (76530)",239
Neuweier, Baden-Baden / Steinbach (76534),639.000 2.420,"11,5 Zimmer",264 m²,1.183 m² Grundstuck,https://www.immowelt.de/expose/22b84038-c8c9-4ab7-bba0-a728ed381a09,3341,"Neuweier,  Baden-Baden / Steinbach (76534)",75
Lichtental, Baden-Baden (76534),748.000 2.519,10 Zimmer,297 m²,678 m² Grundstuck,https://www.immowelt.de/expose/0c06eef2-7181-4ea9-b974-ecf00b5af357,3341,"Lichtental,  Baden-Baden (76534)",135
Lichtental, Baden-Baden (76534),748.000 2.519,10 Zimmer,297 m²,678 m² Grundstuck,https://www.immowelt.de/expose/e93bc191-b8ce-4b8b-b70e-6b0d4382143e,3341,"Lichtental,  Baden-Baden (76534)",135
Sandweier, Baden-Baden / Sandweier (76532),570.000 4.453,5 Zimmer,128 m²,384 m² Grundstuck,https://www.immowelt.de/expose/a72e2190-ffec-400b-8048-a54a300d37b3,3341,"Sandweier,  Baden-Baden / Sandweier (76532)",86
Baden-Baden - Weststadt, Baden-Baden (76530),399.000 5.115,3 Zimmer,78 m²,1. Geschoss,https://www.immowelt.de/expose/50ecbf34-6115-44ba-9ba4-7ad98d68808e,3341,"Baden-Baden - Weststadt,  Baden-Baden (76530)",128
Baden-Baden - Kernstadt, Baden-Baden (76530),370.000 4.022,3 Zimmer,92 m²,3. Geschoss,https://www.immowelt.de/expose/0bc5f936-db4f-4fa9-95f9-3a61d4262a36,3341,"Baden-Baden - Kernstadt,  Baden-Baden (76530)",239
Ebersteinburg, Baden Baden (Ebersteinburg) (76530),885.000 5.206,5 Zimmer,170 m²,1.236 m² Grundstuck,https://www.immowelt.de/expose/39b3c3e6-6449-419d-a22f-3ac637230b95,3341,"Ebersteinburg,  Baden Baden (Ebersteinburg) (76530)",13
Baden-Baden - Kernstadt, Baden-Baden (76530),165.000 2.845,2 Zimmer,58 m²,Unknown,https://www.immowelt.de/expose/9ffadf7b-6b9c-4a2c-a918-262d38458e4b,3341,"Baden-Baden - Kernstadt,  Baden-Baden (76530)",239
Baden-Baden - Kernstadt, Baden-Baden (76530),470.000 5.000,3 Zimmer,94 m²,2. Geschoss,https://www.immowelt.de/expose/3616af3c-cddd-439e-86df-5d68d8e4f70b,3341,"Baden-Baden - Kernstadt,  Baden-Baden (76530)",239
Haueneberstein, Baden-Baden (76532),675.000 2.992,"8,5 Zimmer","225,6 m²","817,1 m² Grundstuck",https://www.immowelt.de/expose/ad177bea-3711-4dd0-b242-1f52ef6a90ec,3341,"Haueneberstein,  Baden-Baden (76532)",47
Oos, Baden-Baden / Badenscheuern (76532),278.000 3.415,3 Zimmer,"81,4 m²",Unknown,https://www.immowelt.de/expose/f40ca89b-d70b-49b8-84e2-8c1195ecd898,3341,"Oos,  Baden-Baden / Badenscheuern (76532)",0
Haueneberstein, Baden-Baden (76532),675.000 2.992,"8,5 Zimmer","225,7 m²","817,1 m² Grundstuck",https://www.immowelt.de/expose/3a19e966-7535-485c-a4ae-dc5b9c376bac,3341,"Haueneberstein,  Baden-Baden (76532)",47
Lichtental, Baden-Baden (76534),679.000 5.432,5 Zimmer,125 m²,280 m² Grundstuck,https://www.immowelt.de/expose/e28d5ca3-eddd-447a-a541-5cc7a875767c,3341,"Lichtental,  Baden-Baden (76534)",135
Baden-Baden - Kernstadt, Baden-Baden (76530),849.000 5.373,3 Zimmer,158 m²,Unknown,https://www.immowelt.de/expose/b8c4f40a-8f10-41de-ab49-8a4e96053767,3341,"Baden-Baden - Kernstadt,  Baden-Baden (76530)",239
Haueneberstein, Baden-Baden (76532),595.000 2.183,"272,5 m²",Unknown,Unknown,https://www.immowelt.de/expose/b268d74f-cbe3-4779-a20a-97c492f15929,3341,"Haueneberstein,  Baden-Baden (76532)",47
Neuweier, Baden-Baden (76534),736.000 4.158,177 m²,1.266 m² Grundstuck,Unknown,https://www.immowelt.de/expose/b4fbd100-c384-4234-905d-bc62ee7c576d,3341,"Neuweier,  Baden-Baden (76534)",35
Baden-Baden - Kernstadt, Baden-Baden (76530),420.000 5.000,2 Zimmer,84 m²,2. Geschoss,https://www.immowelt.de/expose/8cc69c7c-3d36-40be-8d52-9cff279998ba,3341,"Baden-Baden - Kernstadt,  Baden-Baden (76530)",239
Baden-Baden - Kernstadt, Baden-Baden (76530),470.000 5.000,3 Zimmer,94 m²,2. Geschoss,https://www.immowelt.de/expose/67ee5463-3708-44c5-95d3-592d3701f492,3341,"Baden-Baden - Kernstadt,  Baden-Baden (76530)",239
Baden-Baden - Weststadt, Baden-Baden (76530),640.000 2.667,7 Zimmer,240 m²,311 m² Grundstuck,https://www.immowelt.de/expose/63b9383f-61f6-45e9-a293-220b59a99058,3341,"Baden-Baden - Weststadt,  Baden-Baden (76530)",128
Neuweier, Baden-Baden (76534),629.800 4.404,5 Zimmer,143 m²,499 m² Grundstuck,https://www.immowelt.de/expose/cbc69426-4170-4b4a-9fd3-040f11bb5c31,3341,"Neuweier,  Baden-Baden (76534)",35
Sandweier, Baden-Baden (76532),414.000 2.287,6 Zimmer,181 m²,320 m² Grundstuck,https://www.immowelt.de/expose/b2eec1fe-a797-4b9e-a077-593fa6a7ded4,3341,"Sandweier,  Baden-Baden (76532)",89
Lichtental, Baden-Baden (76530),220.000 2.821,2 Zimmer,78 m²,1. Geschoss,https://www.immowelt.de/expose/72e37187-70b1-4383-ad16-15211a8c2b82,3341,"Lichtental,  Baden-Baden (76530)",135
Baden-Baden - Kernstadt, Baden-Baden (76532),269.000 3.587,3 Zimmer,75 m²,Unknown,https://www.immowelt.de/expose/c134965b-248a-4648-be0e-9bc7ad1e044e,3341,"Baden-Baden - Kernstadt,  Baden-Baden (76532)",239
Neuweier, Baden-Baden (76534),605.000 3.418,177 m²,Unknown,Unknown,https://www.immowelt.de/expose/683cf9c8-9547-4e17-aa8e-2513aa382a31,3341,"Neuweier,  Baden-Baden (76534)",35
Neuweier, Baden-Baden (76534),605.000 3.418,1 Zimmer,177 m²,872 m² Grundstuck,https://www.immowelt.de/expose/29a75209-083f-41d3-bc46-d23f265d93cd,3341,"Neuweier,  Baden-Baden (76534)",35
Baden-Baden - Weststadt, Baden-Baden (76532),239.000 3.918,2 Zimmer,61 m²,EG,https://www.immowelt.de/expose/9a4b2907-beca-4772-b9ff-87b41b600918,3341,"Baden-Baden - Weststadt,  Baden-Baden (76532)",128
Baden-Baden - Weststadt, Baden-Baden (76532),185.000 3.247,2 Zimmer,57 m²,4. Geschoss,https://www.immowelt.de/expose/cd3343a5-c8a0-4792-a087-04c19bbfbe56,3341,"Baden-Baden - Weststadt,  Baden-Baden (76532)",128
RheinstraÃŸe 28, Baden-Baden (76532),740.486 5.285,4 Zimmer,"140,1 m²",3. Geschoss,https://www.immowelt.de/expose/53ccc983-e778-4b90-a1d6-a61cc9484f64,3341,"RheinstraÃŸe 28,  Baden-Baden (76532)",0
RheinstraÃŸe 28, Baden-Baden (76532),472.670 4.888,3 Zimmer,"96,7 m²",1. Geschoss,https://www.immowelt.de/expose/44d74f3d-7b19-4dd8-a40a-d4f11fe053a1,3341,"RheinstraÃŸe 28,  Baden-Baden (76532)",0
Sandweier, Baden-Baden (76532),224.000 2.517,3 Zimmer,89 m²,Unknown,https://www.immowelt.de/expose/c23b2cca-f2fb-4a84-ad87-69352cb4a1dc,3341,"Sandweier,  Baden-Baden (76532)",89
