Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL;city_id
Ettlingen - Kernstadt 2, Ettlingen (76275),1.200.000 € 5.000 €/m²,6 Zimmer,240 m²,800 m² Grundstück,https://www.immowelt.de/expose/3d673e51-3c4e-4205-94df-4a88ae660fd9;2790
Ettlingen - Kernstadt 2, Schöllbronn (76275),679.000 € 5.476 €/m²,4 Zimmer,124 m²,450 m² Grundstück,https://www.immowelt.de/expose/8a949c2a-8a31-47e8-b2c5-3f9d9c47b11d;2790
Schluttenbach, Ettlingen (76275),659.000 € 5.069 €/m²,5 Zimmer,130 m²,375 m² Grundstück,https://www.immowelt.de/expose/e60b502c-1781-43ca-99d6-7be22b181a80;2790
Ettlingen - Kernstadt 2, Ettlingen (76275),549.000 € 3.000 €/m²,9 Zimmer,183 m²,313 m² Grundstück,https://www.immowelt.de/expose/4e00948c-045e-48a7-8229-2d45cc2ce4c5;2790
Ettlingenweier, Ettlingen (76275),649.000 € 4.636 €/m²,4 Zimmer,140 m²,450 m² Grundstück,https://www.immowelt.de/expose/6782f4ff-b61d-4044-bca9-bcbf8898e197;2790
"Oberweier, Ettlingen (76275),425.000 € 1.085 €/m²,""391,8 m²"",954 m² Grundstück,Unknown,https://www.immowelt.de/expose/9770c6eb-4edc-4dba-a35a-de766aeafdd7";2790
"Ettlingen - Kernstadt 2, Ettlingen (76275),309.000 € 3.692 €/m²,3 Zimmer,""83,7 m²"",Unknown,https://www.immowelt.de/expose/a2b6e18b-a9d5-4f61-8792-e47cacf3b730";2790
Ettlingen - Kernstadt 1, Ettlingen (76275),450.000 € 3.191 €/m²,5 Zimmer,141 m²,6. Geschoss,https://www.immowelt.de/expose/e154fe7c-7db3-42c3-b731-71b4f0d1e80e;2790
Bruchhausen, Ettlingen (76275),630.000 € 3.500 €/m²,7 Zimmer,180 m²,480 m² Grundstück,https://www.immowelt.de/expose/248cdad8-0d3d-4818-ad9c-30ad5d0dfd7d;2790
Oberweier, Ettlingen (76275),690.000 € 3.286 €/m²,9 Zimmer,210 m²,540 m² Grundstück,https://www.immowelt.de/expose/8abbd1b6-c72f-4da3-a5e8-2d788ccac57f;2790
Schluttenbach, Ettlingen (76275),739.000 € 4.479 €/m²,6 Zimmer,165 m²,411 m² Grundstück,https://www.immowelt.de/expose/5ef4efbd-e9d6-492b-be88-de1f79a955f8;2790
"Ettlingen (76275),995.000 € 4.048 €/m²,8 Zimmer,""245,8 m²"",477 m² Grundstück,https://www.immowelt.de/expose/7e6882df-3620-4957-9b40-4e2ab14afba2";2790
Bruchhausen, Ettlingen / Bruchhausen (76275),785.000 € 5.567 €/m²,6 Zimmer,141 m²,497 m² Grundstück,https://www.immowelt.de/expose/9ef5fc12-d9c4-4ba6-b1fe-ff381a8380e1;2790
Ettlingen - Kernstadt 2, Ettlingen (76275),385.000 € 4.425 €/m²,4 Zimmer,87 m²,1. Geschoss,https://www.immowelt.de/expose/a9c4989d-50f6-4041-9465-7198c3e462ea;2790
"Bruchhausen, Ettlingen (76275),850.000 € 2.705 €/m²,12 Zimmer,""314,3 m²"",574 m² Grundstück,https://www.immowelt.de/expose/007de293-4104-4ddb-96ae-12348bcff27e";2790
Ettlingen - Kernstadt 2, Ettlingen (76275),699.000 € 4.629 €/m²,6 Zimmer,151 m²,900 m² Grundstück,https://www.immowelt.de/expose/9913356e-2d27-4e90-9c57-d53edc530dc7;2790
Ettlingen - Kernstadt 1, Ettlingen (76275),168.000 € 3.170 €/m²,2 Zimmer,53 m²,Unknown,https://www.immowelt.de/expose/e9fb0c98-23f4-4c8b-b3c3-8611eeac515f;2790
"Bruchhausen, Ettlingen (76275),549.000 € 4.233 €/m²,5 Zimmer,""129,7 m²"",637 m² Grundstück,https://www.immowelt.de/expose/56e7b766-9d38-4900-9f2f-376a126e5bfe";2790
Ettlingen - Kernstadt 2, Ettlingen (76275),290.000 € 3.816 €/m²,3 Zimmer,76 m²,2. Geschoss,https://www.immowelt.de/expose/eddc9405-2c08-40df-aa8a-59fdedd198bf;2790
Ettlingen - Kernstadt 2, Ettlingen (76275),725.000 € 5.847 €/m²,4 Zimmer,124 m²,460 m² Grundstück,https://www.immowelt.de/expose/26638bc5-7d61-46a0-b61b-feca94a8d8b0;2790
Bruchhausen, Ettlingen (76275),578.000 € 3.932 €/m²,4 Zimmer,147 m²,267 m² Grundstück,https://www.immowelt.de/expose/5dbf9454-6c1c-41c7-8cb0-2deae9760f39;2790
Oberweier, Ettlingen (76275),530.000 € 2.718 €/m²,195 m²,391 m² Grundstück,Unknown,https://www.immowelt.de/expose/8e775509-9862-4b23-ad30-6219aad43bf1;2790
"Ettlingen - Kernstadt 1, Ettlingen (76275),279.000 € 3.420 €/m²,3 Zimmer,""81,6 m²"",1. Geschoss,https://www.immowelt.de/expose/612b22ee-b41a-4be4-a2d9-fa8048079174";2790
Ettlingen - Kernstadt 1, Ettlingen (76275),979.000 € 4.430 €/m²,8 Zimmer,221 m²,624 m² Grundstück,https://www.immowelt.de/expose/80276ec6-6dd8-4d1d-9956-56672e475e79;2790
"Bruchhausen, Ettlingen (76275),539.000 € 4.146 €/m²,""4,5 Zimmer"",130 m²,296 m² Grundstück,https://www.immowelt.de/expose/6fe2c52a-e27a-41da-bc5d-201fc484d93d";2790
Ettlingen - Kernstadt 2, Ettlingen (76275),849.000 € 4.717 €/m²,4 Zimmer,180 m²,350 m² Grundstück,https://www.immowelt.de/expose/ece1297f-9927-4d4f-ae3a-94f9e2e5011d;2790
Bruchhausen, Ettlingen (76275),689.000 € 2.713 €/m²,8 Zimmer,254 m²,443 m² Grundstück,https://www.immowelt.de/expose/45cfd1c8-430c-443f-8048-e4cceb3fea26;2790
Ettlingen - Kernstadt 1, Ettlingen (76275),1.590.000 € 5.679 €/m²,280 m²,600 m² Grundstück,Unknown,https://www.immowelt.de/expose/9d604a7c-c9c4-4def-8926-39284508a109;2790
Belzerweg 8, Schluttenbach, Ettlingen (76275),629.000 € 2.939 €/m²,5 Zimmer,214 m²,440 m² Grundstück,https://www.immowelt.de/expose/2d67c7a4-cab6-4006-a398-8c414e1f1aed;2790
Ettlingenweier, Ettlingen (76275),649.000 € 3.606 €/m²,4 Zimmer,180 m²,450 m² Grundstück,https://www.immowelt.de/expose/8b93e29d-6c75-4a0e-afd4-9ab8f1c2ab03;2790
Ettlingen - Kernstadt 2, Ettlingen (76275),799.000 € 4.439 €/m²,4 Zimmer,180 m²,350 m² Grundstück,https://www.immowelt.de/expose/9006f6de-de4e-425d-ba31-9d85602fb4a8;2790
"Schöllbronn, Ettlingen (76275),549.000 € 3.776 €/m²,5 Zimmer,""145,4 m²"",145 m² Grundstück,https://www.immowelt.de/expose/34c20480-1ef6-4ec8-a49a-9e2afc1a0c18";2790
Ettlingen - Kernstadt 2, Ettlingen (76275),900.000 € 6.000 €/m²,4 Zimmer,150 m²,Unknown,https://www.immowelt.de/expose/aacd92d1-4e2d-49f3-9fbf-0916b1336f50;2790
Bruchhausen, Ettlingen / Bruchhausen (76275),Preis auf Anfrage,7 Zimmer,202 m²,486 m² Grundstück,https://www.immowelt.de/expose/f5522069-0eb1-417e-9b84-4212d080b4c4;2790
Spessart, Ettlingen / Spessart (76275),490.000 € 3.500 €/m²,4 Zimmer,140 m²,EG,https://www.immowelt.de/expose/a7543fcd-35a1-4445-b421-db5706fc58d0;2790
"Schöllbronn, Ettlingen / Schöllbronn (76275),329.000 € 3.102 €/m²,""3,5 Zimmer"",""106,1 m²"",Unknown,https://www.immowelt.de/expose/9bf321c0-fafe-4ca4-92af-9d530069c434";2790
Ettlingen - Kernstadt 1, Ettlingen (76275),399.000 € 3.595 €/m²,4 Zimmer,111 m²,Unknown,https://www.immowelt.de/expose/f32cca4e-aa51-484b-a07f-9a815c2161da;2790
Spessart, Ettlingen (76275),430.000 € 3.440 €/m²,4 Zimmer,125 m²,1. Geschoss,https://www.immowelt.de/expose/47eda99c-aba2-4ee7-8b2a-61d438ac61e8;2790
Ettlingen - West, Ettlingen (76275),310.000 € 2.981 €/m²,5 Zimmer,104 m²,164 m² Grundstück,https://www.immowelt.de/expose/8b8ae932-a5c3-4896-9206-7b2b27ba9f9e;2790
Ettlingen - Kernstadt 1, Ettlingen (76275),1.200.000 € 4.839 €/m²,10 Zimmer,248 m²,583 m² Grundstück,https://www.immowelt.de/expose/11f56795-478b-44f3-ad3a-9d7e8a0ca303;2790
Ettlingen (76275),640.000 € 2.991 €/m²,214 m²,720 m² Grundstück,Unknown,https://www.immowelt.de/expose/12c29cd4-672d-47c0-a4f0-ab500ef7407a;2790
"Ettlingen - Kernstadt 1, Ettlingen (76275),1.100.000 € 3.431 €/m²,15 Zimmer,""320,6 m²"",1.431 m² Grundstück,https://www.immowelt.de/expose/6859bdb5-b4f2-4483-9979-796eccd5cff7";2790
"Schöllbronn, Ettlingen-Schöllbronn (76275),470.000 € 2.179 €/m²,8 Zimmer,""215,7 m²"",490 m² Grundstück,https://www.immowelt.de/expose/239c853a-d966-40b1-bf01-a22e8e6d8d60";2790
Schöllbronn, Ettlingen (76275),499.000 € 2.901 €/m²,8 Zimmer,172 m²,497 m² Grundstück,https://www.immowelt.de/expose/e9c4c219-3253-4cc1-bd5f-a921617660a9;2790
"Ettlingen - Kernstadt 1, Ettlingen (76275),695.000 € 2.633 €/m²,""10,5 Zimmer"",264 m²,362 m² Grundstück,https://www.immowelt.de/expose/eee28d8b-543d-49bb-a383-c01e645af7c1";2790
Busenbach, Waldbronn (76337),1.150.000 € 3.108 €/m²,6 Zimmer,370 m²,998 m² Grundstück,https://www.immowelt.de/expose/239d405e-da4a-4244-9bfa-cb5d6576699c;2790
Busenbach, Waldbronn (76337),280.000 € 3.457 €/m²,3 Zimmer,81 m²,Unknown,https://www.immowelt.de/expose/056c25a6-ff31-40df-be8f-399a8f32578b;2790
Grünwettersbach, Karlsruhe (76228),754.000 € 3.307 €/m²,228 m²,Unknown,Unknown,https://www.immowelt.de/expose/7a069f06-5e40-4e3b-87f1-4c0b29ebc827;2790
Grünwettersbach, Karlsruhe (76228),799.000 € 2.663 €/m²,10 Zimmer,300 m²,316 m² Grundstück,https://www.immowelt.de/expose/a9bbb26e-5bb3-4cb5-b8c2-8ce1981c035b;2790
"Busenbach, Waldbronn (76337),179.000 € 2.983 €/m²,""2,5 Zimmer"",60 m²,4. Geschoss,https://www.immowelt.de/expose/a7f0cf26-6027-4f3b-b8c9-cefbe803aa32";2790
Rüppurr - Rüppurr - Südost, Karlsruhe (76199),190.000 € 3.016 €/m²,2 Zimmer,63 m²,9. Geschoss,https://www.immowelt.de/expose/98f0e660-ec61-4977-a48c-15acbc431982;2790
"Spielberg, Karlsbad (76307),301.000 € 2.290 €/m²,5 Zimmer,""131,5 m²"",387 m² Grundstück,https://www.immowelt.de/expose/1c7ca358-69a2-438a-b252-4fe427b7042e";2790
"Grünwettersbach, Karlsruhe (76228),1.050.000 € 5.147 €/m²,""6,5 Zimmer"",204 m²,1.122 m² Grundstück,https://www.immowelt.de/expose/5057cad7-f9a1-4b0c-bd23-3a44d869091d";2790
Sulzbach, Malsch (76316),650.000 € 2.995 €/m²,8 Zimmer,217 m²,586 m² Grundstück,https://www.immowelt.de/expose/dd310a36-7126-42c6-9764-ff13e4e1ea65;2790
"Gartenstraße 4, Busenbach, Waldbronn (76337),289.000 € 2.643 €/m²,4 Zimmer,""109,4 m²"",7. Geschoss,https://www.immowelt.de/expose/1c0a8b22-21ae-4a97-998f-f6287adce6a7";2790
